id;category;kind;front;back;extras;pronunciation;memoryHook;memoryStory;rank;labels;status;lastTested;numberOfTimesTested;lastLearned;numberOfTimesLearned;importId;systemWhenCreated;systemWhoCreated
2842;php;frameworks;which framework was started by a Polish programmer;CakePHP;;;;;2.5;;new;;0;;0;whichFrameworkWasStartedByAPolishProgrammer_cakePHP;2020-09-04 11:13:05;systemUnknown
2843;javascript;functions;"How to insert ""February"" in array: `const months = ['Jan', 'March', 'April', 'June'];`	";"``` `months.splice(1, 0, 'Feb');` (insert before position 1, and delete nothing)";;;;;2.5;;testing;2020-09-09 03:53:38;1;;0;howToInsertFebruaryInArrayConstMonthsJanMarchAprilJune_monthssplice1FebInsertBeforePosition1AndDeleteNothing;2020-09-07 14:45:16;systemUnknown
2844;javascript;functions;"How to replace ""nnn"" with ""May"" in array: `const months = ['Jan', 'February', 'March', 'April', 'nnn', 'June'];`";"``` `const result = months.splice(4,1,'May');` (insert before position 4, and delete 1, return ""nnn"")";;;;;3.13;;testing;2020-09-09 03:56:00;1;;0;howToReplaceNnnWithMayInArrayConstMonthsJanFebruaryMarchAprilNnnJune_constResultMonthssplice41MayInsertBeforePosition4AndDelete1ReturnNnn;2020-09-07 14:45:16;systemUnknown
2845;npm;fix;if globally installed npm packages are not found at the command line;in environment variables, copy the the contents of `NODE_PATH` to `PATH`, e.g. `C:\Users\ADMIN\AppData\Roaming\npm`	;;;;;3.31;;testing;2020-09-09 03:56:12;1;;0;ifGloballyInstalledNpmPackagesAreNotFoundAtTheCommandLine_inEnvironmentVariablesCopyTheTheContentsOfNODEPATHToPATHEgCUsersADMINAppDataRoamingnpm;2020-09-07 21:45:09;systemUnknown
2846;regex;command;all lines that do not start with `http`;^(?!http).*;;;;;2.5;;new;;0;;0;http_;2020-09-07 21:45:09;systemUnknown
2847;linux;command;how to find a directory anywhere on the system, e.g. `systemClasses`, or even part of a file e.g. `.list`;``` `locate systemClasses` (this works quite well to find anything on Ubuntu) ;;;;;4.88;;testing;2020-09-28 04:13:09;1;;0;howToFindADirectoryAnywhereOnTheSystemSearchInPathEgSystemClasses_locateSystemClasses;2020-09-09 14:27:03;systemUnknown
2848;linux;command;how to find all `.h` files on system;``` `locate *.h` or `find / -name *.h` (both work well);;;;;4.72;;testing;2020-09-28 04:14:29;1;;0;howToFindAllHFilesOnSystem_locateHOrFindNameH;2020-09-09 14:27:03;systemUnknown
2849;linux;command;how to list **only directories** or **only files** in a directory;``` only directories: `ls -al | grep ^d`, only files: `ls -al | grep ^d -v` (-v means inverse);;;;;5;;testing;2020-09-28 04:19:11;1;;0;howToListOnlyFilesInDirectory_lsPGrepVVInvertSearchAnythingOtherThanPWillListFilesAndDirectoriesOrLsAlGrepDV;2020-09-09 14:28:09;systemUnknown
2850;linux;command;find all files recursively (except in `node_modules`) which have e.g. `action_deleteItem` or `action_getPageItemInfo` in them;"``` `egrep -rni ""action_.{5,7}Item"" --exclude-dir=node_modules` (`-r` recursive, `-n` line number, `-i` case-insensitive)";;;;;4.99;;testing;2020-09-28 04:19:47;1;;0;findAllFilesRecursivelyExceptInNodemodulesWhichHaveEgActiondeleteItemOrActiongetPageItemInfoInThem_egrepRniAction57ItemExcludeDirnodemodulesRRecursiveNLineNumberICaseInsensitive;2020-09-10 11:22:30;systemUnknown
2851;sass;command;how to have two colors in an e.g. H1 gradient be based on one color, one lighter than the other;"``` `background: linear-gradient(30deg, lighten($table_head_col, 40%) 10%, $table_head_col 100%);` (note you can change `$table_head_col` and both colors will change)";;;;;2.5;;new;;0;;0;howToHaveTwoColorsInAnEgH1GradientBeBasedOnOneColorOneLighterThanTheOther_backgroundLinearGradient3degLightentableheadcol41Tableheadcol1NoteYouCanChangeTableheadcolAndBothColorsWillChange;2020-09-10 17:05:48;systemUnknown
2852;linux;command;how to change timezone to Berlin (or London);``` tested on Ubuntu, works well, change to Berlin: `sudo timedatectl set-timezone Europe/Berlin`, and then to London: `sudo timedatectl set-timezone Europe/London` ;;;;;4.01;;testing;2020-09-28 04:21:56;1;;0;howToChangeTimezoneToBerlin_sudoTimedatectlSetTimezoneEuropeBerlin;2020-09-13 03:00:38;systemUnknown
2853;linux;tools;six tools for aggregating logs of a fleet of servers;``` [Cacti](https://en.wikipedia.org/wiki/Cacti_(software)) (2001, cross-platform), Ngios, Prometheus, New Relic, Splunk, PagerDuty;;;;;3.52;;testing;2020-09-28 04:25:36;1;;0;sixToolsForAggregatingLogsOfAFleetOfServers_cactiNgiosPrometheusNewRelicSplunkPagerDuty;2020-09-13 03:00:38;systemUnknown
2854;linux;info;"how to search system logs for ""DHCP"" or ""Berlin"" to see when timezone was changed to Berlin";``` `cat /var/log/syslog | grep DHCP` or `cat /var/log/syslog | grep Berlin`;;;;;3.22;;testing;2020-09-28 04:29:50;1;;0;howToSearchSystemLogsForDHCP_catVarlogsyslogGrepDHCP;2020-09-13 03:00:38;systemUnknown
2855;linux;command;how to grep a man page;`man ps | grep -- -h`;;;;;4.95;;testing;2020-09-28 04:30:33;1;;0;howToGrepAManPage_manPsGrepH;2020-09-13 09:00:54;systemUnknown
2861;excel;function;how to show month name of date;"=TEXT(I18;""MMMM"")";;;;;2.5;;new;;0;;0;"howToShowMonthNameOfDate_=text(i18;""mmmm"")";2020-09-29 15:34:10;systemUnknown
2862;excel;function;how to find out if the text in one cell is in another cell;"``` `=FINDEN(M18;J18)` (returns the position, starting with 1)";;;;;2.5;;new;;0;;0;howToFindOutIfTheTextInOneCellIsInAnotherCell_fINDENM18J18ReturnsThePositionStartingWith1;2020-09-29 15:34:10;systemUnknown
2863;vba;code;change form caption upon opening;"Private Sub UserForm_Initialize()
	Me.Caption = ""Opened at "" & Time()
End Sub";;;;;2.5;;testing;;0;;0;changeFormCaptionUponOpening_privateSubUserFormInitializeMeCaptionOpenedAtTimeEndSub;2020-09-28 06:39:55;systemUnknown
2864;vba;tip;turn off syntax check;in VBA editor, *Tools > Options > Automatic Syntax Checking*;;;;;2.5;;new;;0;;0;turnOffSyntaxCheck_inVBAEditorToolsOptionsAutomaticSyntaxChecking;2020-10-03 08:48:52;systemUnknown
2865;vba;command;force variables to be defined;Option Explicit;;;;;2.5;;new;;0;;0;forceVariablesToBeDefined_optionExplicit;2020-10-03 08:48:52;systemUnknown
2866;vba;shortcut;how to close all code windows;press and hold down CTRL-F4;;;;;;;;;;;;;2020-10-06 23:41:46;systemUnknown
2867;vba;rule;what do you have to remember about assigning objects;always use `Set`;;;;;;;;;;;;;2020-10-12 14:59:42;systemUnknown
