id,title,body,extras,systemWhenCreated,systemWhoCreated
130,Telefonanleitung finden für die neuen Telefone,"- Datei ist hier: `Z:\TASKS\20190911_unifyPhoneAnleitung`
- ich an Paul:
	---------------------------
	anbei eine Bedienungsanleitung für dein Unify OpenScape Desk Phone CP400.
	---------------------------",$finished=2019-09-11 11:00 - 2019-09-11 11:30,2019-09-11 10:23:29,systemUnknown
131,"Sicherstellen, ob Windows und Office auf den letzten Stand sind","- von Sebastian
	- hat einen Bericht gelesen, dass Microsoft viele Sicherheitslücken geschlossen hat
- frag Herrn Weichert fragen
	- wie kann ich beurteilen, dass wir den letzten Stand der Updates haben
	- was ist wieder mit Trend Micro und der aktuellste Version
		- Herr Heidl hat gesagt, es gibt eine neue Version
		- wie wird das installiert usw.
	- wie funktioniert das Update auf unseren Rechern: automatisch, halb-automatisch, usw.
		- ,, frage Herrn Weichert: wie können wir das automatisierter machen, gerade für die Sales Mitarbeiter?
			- N-Able installieren
- Mail an Sebastian:
	--------------------------------
	so wird es nach ein paar Neutstarts bei dir aussehen:

Du musst nur vorsichtig sein, dass du dieses großen Update nicht mitten am Tag startest.

Ich nehme z.B. heute mein Rechner nach Hause und lasse das Update auf 1903 nachtsüber laufen.
	--------------------------------
	- Grafik:##windowsUpdate1903screenshots
- Notizen von Meeting:
	- WSUS
		- langsam
	- von Organisation
		- Domain Controller
		- alle außer Treiber
	- task machen, ein mal der Woche neustarten
	- schnellstart rausnehmen
- mit Herrn Weichert, einen Plan entwickeln, den Überblick zu behalten und, dass wir wissen jeder Rechner ist Uptodate, z.B. ich brauche Zugang zum WSUS","$worked=2019-09-12 12:00 - 2019-09-12 12:30, 2019-09-13 13:30 - 2019-09-13 14:00, 2019-09-17 13:30 - 2019-09-17 14:00",2019-09-12 13:01:37,systemUnknown
132,Alle Schulrechner auf 1903 updaten,"- ,, warte bis Schulung fertig ist",$worked=2019-09-13 12:00 - 2019-09-13 12:30,2019-09-13 11:23:33,systemUnknown
133,Problem lösen: Nachricht wegen Laufwerk beim einloggen,"- Nachricht jeden Morgen, dass Laufwerk nicht verbunden ist##laufwerkNichtConnected
- ich habe Herrn ~~Weichert geschrieben
	------------------------------
	seit ungefähr zwei Wochen bekommen ich und einige anderen Mitarbeiter diese Fehlermeldung beim Hochfahren unseres Rechners:
Aber dann können wir sehen, dass alle Netzlaufwerke verbunden sind.
Ist vielleicht irgendwo ein Skript installiert worden, das versucht ein Laufwerk zu verbinden? Oder woher könnte diese Fehlermeldung kommen?
	------------------------------
- evtl. nützliche Befehl: `gpresult /H gpreport.html` um zu sehen, ,welche Policies ausgeführt worden sind
- ,, warte auf Lösung von Herrn Weichert",$worked=2019-09-13 12:30 - 2019-09-13 13:30,2019-09-13 11:28:14,systemUnknown
134,Problem Lösen: USB Synology Backup ist fehlgeschlagen,"- warum ist das USB Synology Backup fehlgeschlagen##usbfehlgeschlagen
- Antwort: zu viele Sicherungen auf der
	- 3,09 TB Komplettsicherung
- Herr Weichert hat das Backupskript geändert, damit das Backup auf der USB-Festplatte passt
- der Test funktionierte nicht unter der Woche, denn andere Backups laufen
- ,, schaue, ob es nächste Woche am Montag funktioniert",$worked=2019-09-16 08:30 - 2019-09-16 09:00,2019-09-16 09:08:47,systemUnknown
135,Rechner von Michaela macht komische Geräusche,"- frag Herrn Weichert in Meeting
	- .. Antwort: wir müssen Dell anrufen und evtl. Reparatur machen lassen
- ,, Frank und Michaela werden 2019-09-18 ein Bios-Update durchführen, wir werden sehen, was passiert
",$worked=2019-09-16 11:00 - 2019-09-16 11:30,2019-09-16 10:23:05,systemUnknown
136,Getrenntes Netzwerk Segment für Sixt Kartenbezahlungen,"- wir brauchen ni getrenntes Netzwerk Segment wo wir Kreditkarten Bezahlungen abwickeln können
- z.B. ein virtuellen Rechner wie Labor-AD-01
- wir werden an dem Rechner einloggen und von dort aus gehen wir auf die Website von Sixt
- Netzwerk heißt SIXT-NET
- 192.186.30.6 virtuellen Rechner einrichten
	- Windows 2016
		- 192.168.40.0 (ip netz) 
		- edit settings, netwerk adapter, sixt-net
			- kriegt wahrscheinlich .100
	- Anleitungen finden: [here](gftasks?id=73)
	- auf 192.168.30.31
	- gefeg
	- 192.168.30.31
- vtools installieren in virtuelle Maschine
	- Link geklickt
	- dann auf D: setup64
	- neustart
	- schein installiert zu sein
- .. virtuelle Maschine als Remote zugänglich anbinden
	- ins Netz bringen
		- Link unten rechts, Problembehandlung
			- Ethernet0 verfügt über keine gültige IP-Konfiguration
	- Network Adapter war DMZ
- virtuelle Maschine in SIXT-NET bringen
	- Herr Schwedler hat versucht das Problem zu lösen, aber sagte, dass er zurückrufen muss
	- mail von Herrn Schwedler
		--------------------------------
		ich konnte den Fehler jetzt finden und beheben, wenn Sie die VM Neustarten müsste sie dann eine IP Adresse aus dem Netz 192.168.40.x bekommen
		--------------------------------
- Virtuelle Machine neugestartet
	- es ist verbunden
	- finde heraus mit welchem Netzwerk, unklar##netzwerkwhich
	- versuche mit Remote Desktop zu verbinden
		- angschaltet
		- ip 192.168.40.101
		- aber keine Verbindung##cantconnectok
- ich an Herrn Schwedler
	---------------------------
	vielen Dank, die VM hat jetzt eine Verbindung zum Internet.

	Aber wie weiss ich, dass die VM im SIXT-Netz ist und nicht in einem anderen Netz?

	Und wie kann ich diese VM per Remote Desktop zugänglich machen? Ich habe Remote Desktop angeschaltet, but von meinem Rechner aus besteht keine Verbindungs möglichkeit.
	---------------------------
- 2019-10-21 13:00 ich habe Cecon angarufen, mit Herrn Massaccesi gesprochen, Herr Schwedler ruft zurück
- warte auf Antwort von Herrn Schwedler
- Herr Massaccesi hat zurückgeschrieben
	---------------------------------
	die VM hat eine Adresse von dem Bereich 192.168.40.* gekriegt, diese IP gehört zu dem Sixt Netz.
	Eine Regel des Firewalls muss angepasst werden, damit Sie per RDP auf die Maschine zugreifen können.
	Wer sollte Zugriff auf diesem Netz haben? Alle Mitarbeiter?
	---------------------------------
- Thomas fragen wer soll Zugang haben
	- Uwe 
	- Wenke
	- Thomas
	- Gruppe: CreditCardPayment
- Eine Regel des Firewalls muss angepasst werden, damit Sie per RDP auf die Maschine zugreifen können
	- konnte es nicht finden
- ich an Herrn Massaccesi
	---------------------------------------
	1. welche Regel des Firewalls muss angepasst werden, oder muss ich eine neue Regel erstellen?

	2. Wir wollen, dass nur drei verschiedenen Benutzer Zugang zu dieser virtuellen Maschine haben, und am besten sollen die drei in einer Gruppe sein, damit wir später andere Benutzer hinzufügen können. Ich verstehe das nicht ganz: muss ich neue Benutzerkontos auf der VM erstellen, oder kann ich die Benutzerkontos in unserer AD-Domäne verwenden, auch wenn SIX-NETZ keine Verbindung zum GEFEG-Netz hat?
	---------------------------------------
- ,, warte auf Antwort von Cecon
- `ping 192.168.40.101`
	- Zeitüberschreitung
	- ,, ping ermöglichen
		- x vergleichen mit Labor-Netzwerk
			- konnte nichts finden, was änders war zwischen den beiden","$worked=2019-09-16 11:30 - 2019-09-16 12:00, 2019-09-18 14:00 - 2019-09-18 17:00, 2019-10-18 08:30 - 2019-10-18 14:00, 2019-10-21 11:00 - 2019-10-21 17:00, 2019-10-22 08:30 - 2019-10-22 11:00",2019-09-16 10:59:12,systemUnknown
137,Meeting mit Herrn Weichert,"- x assessment
	- mein Tool
	- shp-02
	- Übersicht Dosen Willmine
	- Willmine 19"" Schrank
	- Gefeg-VLAN
- x Getrenntes Netzwerk Segment für Sixt Kartenbezahlungen
	- SIXT-NET
	- 192.186.30.6 virtuellen Rechner einrichten
		- Windows 2016
			- 192.168.40.0 (ip netz) 
			- edit settings, netwerk adapter, sixt-net
				- kriegt wahrscheinlich .100
- x Problem Lösen: USB Synology Backup ist fehlgeschlagen
	- zu viele Sicherungen auf der
		- 3,09 TB Komplettsicherung
- x Rechner von Frau Hanisch macht komische Geräusche - Sep 16
	- Dell, über Dell versuchen zu klären
- x Problem lösen: Nachricht wegen Laufwerk beim einloggen
	- nicht kritisch
	- hink hinterher
- x Sicherstellen, ob Windows und Office auf den letzten Stand sind
	- WSUS
		- langsam
	- von Organisation
		- Domain Controller
		- alle außer Treiber
	- task machen, ein mal der Woche neustarten
	- schnellstart rausnehmen
	- einen Plan entwickeln, den Überblick zu behalten",$finished=2019-09-16 12:00 - 2019-09-16 17:00,2019-09-16 17:40:43,systemUnknown
138,Wiederholende Pop-up Meldungen von Trend Micro,"- einige Mitarbeiter haben gesagt, dass ob und zu eine Meldung von Trend Micro kommt
	- bei Sebastian war das am Freitag 13.09. sehr oft
	- Lars hat ein ähnliches Problem im Moment
	- ich an Lars
		---------------------------------
		das Problem, das du mir gestern gezeigt hast, ist etwas was andere Mitarbeiter auch gemeldet haben, aber bei keinem können wir das im Moment reproduzieren.

Herr Weichert ist heute um 15:00 wieder im Haus. Ist das Problem bei dir immer noch akut und bist du heute ab 15 Uhr bei dir am Platz?
		----------------------------------------
	- Lars hat geschrieben:
		-------------------------------------------
		ich bekomme immer noch die gleiche Meldung angezeigt:          „Trend Micro Security Agent aktiviert“
																													  „Trend Micro Security Agent ist inaktiv”
Allerdings kommen keine Pop-up Nachrichten auf meinem Bildschirm.
Ich heute bis ca. 16:45 da, will heißen ich bin ab 15:00 Uhr an meinem Platz.
		------------------------------------------
- Antwort:
	- Wiederholende Pop-up Meldungen von Trend Micro - Sep 17
		- neue Trend Micro Version 
		- oder z.B. im Fall Lars, auf 1903 warten",$finished=2019-09-17 13:00 - 2019-09-17 13:30,2019-09-17 10:56:19,systemUnknown
139,Die Number 11 und 14 für Willmine sind nicht eingerichtet,"- folgende Telefonnummer funktionieren im Moment nicht
	- 11 (Miriam Greiff)
	- 14 (Nicole Bress)
	- man kann sie anrufen, aber es kommt 
		- bei alten Telefongeräte: ""zur Zeit nicht möglich""
		- bei neuen Telefongeräte: ""zur Zeit nicht möglich"" aber dann den Namen
	- in Willmine, sind die Telefone schon gepatcht, müssen nur eingesteckt werden
	- bis dann, sollen wir es so machen, dass wenn man -11 oder -14 wählt, es wird umgeleitet nach -0
		- Herr Weichert konnte das in Octopus nicht machen
		- .. rufe Moontelecom an, frage wie es geht
			- 030 / 26 55 55 55
			- man kann die Umleitung so erledigen am Zentraltelefon (Uwe):
				----------------------------------------------
				*38, assozierte dienst
				11 
				dienst
				*11
				66
				OK
				#1 rausnehmen				
				----------------------------------------------
				- hat nicht funktioniert: `*38` brachte *Zur Zeit nicht möglich*
- .. Telefon nachschlagen: SIEMENS OpenStage 60T
	- hier ist die [Dokumentation](https://www.manualslib.com/manual/1234368/Siemens-Openstage-60t.html?page=6#manual)","$worked=2019-09-18 12:00 - 2019-09-18 14:00, 2019-09-19 12:30 - 2019-09-19 14:30",2019-09-18 17:09:40,systemUnknown
140,VMware ESXi und vCenter Schwachstellen prüfen,"- email an Herrn Weichert:
	-----------------------------------
	in der Buerger-Cert-Warnmeldung kam folgende Warnung, müssen wir hier etwas unternehmen:

	Art der Meldung: Sicherheitshinweis
	Risikostufe 3
	VMware ESXi und vCenter: Mehrere Schwachstellen

	Betroffene Systeme:
	VMware ESXi 6.0
	VMware ESXi 6.5
	VMware ESXi 6.7
	-----------------------------------
- ,, warte auf Antwort von Herrn Weichert",$worked=2019-09-19 14:30 - 2019-09-19 15:00,2019-09-19 15:15:29,systemUnknown
141,Cecon/GEFEG Neztwerkadministrator SysAdmin site erstellen,"- x website erstellen, damit Herr Weichert und ich ein Repository haben, wo alle Infos gesammelt werden, die mit Netzwerkadministration zu tun haben 
- x Basiswebsite erstellung und zugänglich auf shp-02 machen
	- x Basissite hat port und funktioniert local
	- x personalisieren
	- x erreichbar machen auf shp-02
		- x einloggen
		- x Firefox installieren
			- x Datei kopieren	
- x logins
- x gesamte liste durchgehen und Aufgaben erstellen
	- auf site
- x List anpassen
	- x sortieren rank
- x upload
- x login
- x an Wenke geschrieben:
	------------------------
	hier ist die interne Seite, die ab jetzt als Zentralpunkt für alle aktuellen Informationen, Aufgaben und Verantwortlichkeiten der Systemadministration zwischen Cecon und GEFEG dient.

	http://shp-02.gefegmbh.local:49903/aufgaben

	Die bisher 26 Aufgaben kommen von verschiedenen Quellen und werden hier von Herrn Weichert und mir verwaltet und erledigt sowie neue Aufgaben hinzugefügt, usw. 

	Alle Informationen über Patches, Netzwerkübersichten, Berichten, Anleitungen und andere Information zum Thema Systemadministration hier aktuelle gehalten werden.

	Alle Mitarbeiter in GEFEG und Cecon haben Lese-Zugriff auf diese Seite und Herr Weichert und ich haben Schreib-Zugriff, damit die Information auf dem aktuellsten Stand bleibt, und wir wissen was wir gegenseitig tun und ändern. Zugriff können wir ändern wie wir wollen, wenn gewünscht wird.

	Was ist das Wichtigste, das du für den anstehenden Bericht brauchst, und wir werden damit anfangen.
	------------------------
- x neue items eingeben
- x neue Items listen als sehr wichtig
	- x Netzwerkpaln 
		- x mouseover
	- <i class=""fa fa-exclamation-circle""></i>
	- x upload
- starten mit system
- Weichert schreiben
	- bis morgen 14 Uhr wär super
	- wie man startet mit System
- versionChanges als itemType
	- Mit Titel
- URL-focus
- festlegen ob live oder local und logged in vermeiden
- Cecon anrufen und zusätzliche Infos für Security Assessment
- Fragen an Herrn ~~Weichert: 
	- wie kann ich ein Verzeichnis freigeben, z.B. \\pc342.gefegmbh.local\transfer
	- wie kann ich eine FTP Server auf SHP-02 installieren und Zugang von meinem Rechner ermöglichen
- Plan für Site
	- x todo finden
	- x einrichten
		- x haupt versts et upd
	- eins nach dem andern rüberbringen
		- anfangen mit den von heute
			- Alten Rechner von Andreas (352) einrichten - Finished on Fri, Oct 04
				- x hinzufügen: timeRecord
				- .. Tasks einbauen
		- Zeitangaben einfacher und funktional
	- Fragen für Herrn Weichert
	- gfdev bleibt tk mit Markierung: get. gefeg aber base und tech
		- Funktionalitäten in cginfo in gfdev einbauen","$worked=2019-09-23 09:00 - 2019-09-23 17:30, 2019-10-04 10:00 - 2019-10-04 17:00, 2019-10-10 13:00 - 2019-10-10 16:00, 2019-10-11 13:00 - 2019-10-11 17:00, 2019-10-17 11:30 - 2019-10-17 16:00, 2019-10-25 13:30 - 2019-10-25 17:30, 2019-10-28 13:30 - 2019-10-28 17:00, 2019-10-30 08:30 - 2019-10-30 10:00, 2019-11-01 13:00 - 2019-11-01 17:30, 2019-11-05 11:00 - 2019-11-05 14:00, 2019-11-08 09:30 - 2019-11-08 17:30",2019-09-23 09:21:11,systemUnknown
142,Miriams Recher hat ein defektes Stromkabel,"- Originale GEFEG355
- Ersatz-Schulungsrechner: 274
- ich an Cecon:
	--------------------------
	wie besprochen, hier die ID-Nummer von dem PC mit dem defekten Stromanchluss:

	IMEI : 015184007308237
	TYPE 20LD-002KGE S/N R9-0VH6KD 19/06
	--------------------------
- Herr Gradl
	-----------------------------------
	da ich Sie telefonisch nicht erreiche: wenn Sie uns heute oder morgen das defekte Laptop zukommen lassen, erhalten Sie es vermutlich diese Woche Freitag repariert zurück.
	-----------------------------------
- ich an Herrn Gradl
	---------------------------
	vielen Dank. Das defekte Laptop ist unterwegs zu Ihnen via Stadtbote.
	---------------------------
- Lapt ist zurückgekommen mit ersetzer Motherboard, funktioniert jetzt",$worked=2019-09-24 08:30 - 2019-09-24 11:00; $finished=2019-09-25 12:00 - 2019-09-25 14:00,2019-09-24 17:17:53,systemUnknown
143,Laptop von Wenke einrichten,"- habe mit Thomas und Melitta entschieden, dass wir für Wenke den PC352 verwenden
- alles installieren für Wenke
	- Office: schon installiert
	- TrendMicro
		- bereits installiert
	- NEC Projektor Software
		- Select Network Port
			- ~~Melitta
	- Drucker
		- installed
- als Mitarbeiter einloggen
	- sie konnte nicht eingloggen
		- Laptop in WORKGROUP
			- System
			- Systeminfo
			- Einstellungen ändern
		- WM Lenovo X1 Yoga
	- Schriftarten
		- von K:\Install\fonts nach C:\Windows\Fonts
	- Word-Vorlagen 
		- (von I:\VEMAS\VORLAGEN\DOTs nach C:\install)
- als install.gefeg
	- Word
		- ok
	- Outlook
		- ok
	- Softwarelizenzen
		- ""Produkt aktiviert""
	- Makrosicherheit einstellen 
		- ok
	- Drucker
		- funktioniert
	- Beamer
		- ~~melitt: nec image utility, warum funktioniert es nicht
		- c:\Program Files (x86)\NEC Projector User Supportware\
	- Acronis
		- ok
	- Access
		- Pfad als Umgebungsvariable hinzufügen
	- ODBC
		- ???
- mit Melitta anschauen, ob alles installiert ist","$worked=2019-09-25 14:00 - 2019-09-25 17:00, 2019-09-26 09:00 - 2019-09-26 13:00, 2019-09-27 09:30 - 2019-09-27 12:30, 2019-10-07 10:30 - 2019-10-07 11:00, 2019-10-07 12:00 - 2019-10-07 14:00, 2019-10-07 14:30 - 2019-10-07 17:00; $finished=2019-10-08 09:00 - 2019-10-08 11:00",2019-09-25 17:05:37,systemUnknown
144,interne IP-Adresse 10.242.2.2,"- von Sebastian
	----------------------------
	sagt dir die interne IP-Adresse 10.242.2.2 etwas?
	----------------------------
- ich an Sebastian
	---------------------------
	Nein, zumindest habe ich die in keinen von meinen Notizen, wo hast du sie her?
	---------------------------
- Sebastian
	-----------------------------------
	Ich habe haufenweise Zugriffe mit dieser IP-Adresse auf das Portal auf dem internen virtuellen Server https://trunk.portal-test.gefegmbh.local/gp.
	-----------------------------------
- ich
	-----------------------
	Hmm, steht irgendwas dazu in de Ereignisprotokoll?

Ein Ping auf 10.242.2.2 gibt nur Zeitüberschreitung.

Dieses Portal ist nur von GEFEG-Intern erreichbar, oder?
	------------------------
- Sebastian	
	-----------------------------------
	Der IIS-Log hat tonnenweise solcher Einträge:
2019-09-26 13:04:20 192.168.30.130 GET /gp/gefegproject/profiling/getrendertime timerID=fe931697-74d5-49df-b47a-21edcdb45b3c&_=1569502999418 443 SuperUser+(1) 10.242.2.2 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:69.0)+Gecko/20100101+Firefox/69.0 https://trunk.portal-test.gefegmbh.local/gp/gefegproject/validation 200 0 0 93
2019-09-26 13:04:20 192.168.30.130 POST /gp/mini-profiler-resources/results - 443 SuperUser+(1) 10.242.2.2 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:69.0)+Gecko/20100101+Firefox/69.0 https://trunk.portal-test.gefegmbh.local/gp/gefegproject/validation 200 0 0 78
2019-09-26 13:04:23 192.168.30.130 POST /gp/gefegproject/standards/getstandardbrowser - 443 SuperUser+(1) 10.242.2.2 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:69.0)+Gecko/20100101+Firefox/69.0 https://trunk.portal-test.gefegmbh.local/gp/gefegproject/validation 200 0 0 125
2019-09-26 13:04:23 192.168.30.130 POST /gp/mini-profiler-resources/results - 443 SuperUser+(1) 10.242.2.2 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:69.0)+Gecko/20100101+Firefox/69.0 https://trunk.portal-test.gefegmbh.local/gp/gefegproject/validation 200 0 0 93

Ja, der Server sollte nur intern erreichbar sein. Ich würde ja denken, dass ich dafür verantwortlich bin, aber ich wüsste nicht wo ein Browser offen sein sollte oder ein Monitoring laufen sollte, dass eine solche IP-Adresse hat. Alle internen IPs die ich kenne beginnen mit 192.168.
	-----------------------------------
- Sebastian
	----------------
	Edward, kannst du auf https://trunk.portal-test.gefegmbh.local den Trend Micro installieren, damit wir den mal durchscannen können?
	----------------
- ich
	--------------------
	Ist das Portal-Test oder Portal-Test-Trunk auf 192.168.30.6?
	---------------------
- Sebastian
	---------------------
	Du kannst dich mit trunk.portal-test.gefegmbh.local darauf verbinden. Es ist 192.168.30.6.
	---------------------
- hier ist wie man TrendMicro installiert: `K:\INSTALL\TrendMicro\fuer-server`
	-------------------------------
	Beachten bei Server-Installation
- IP des Servers muss in die Sophos eingetragen werden
- Internet-Optionen: Vertrauenswürdige Seiten: 
- Installation über https://213.61.207.226:4343/officescan
- In Datei hosts muss Update-Server-Adresse ausgetauscht werden (Neustart notw.)
- TrendMicro Option: Verhaltensüberwachung aktivieren
	---------------------------------
- in Sophos IP eintragen
	- `https://vpn.gefeg.com:4444`
	- nicht klar wie
- ich an Herrn Weichert
	--------------------------------
	Ich muss TrendMicro auf dem Server https://trunk.portal-test.gefegmbh.local  installieren und habe diese Anleitung gefunden:

Beachten bei Server-Installation
- IP des Servers muss in die Sophos eingetragen werden
- Internet-Optionen: Vertrauenswürdige Seiten: 
- Installation über https://213.61.207.226:4343/officescan
- In Datei hosts muss Update-Server-Adresse ausgetauscht werden (Neustart notw.)
- TrendMicro Option: Verhaltensüberwachung aktivieren

Ich kann ich SOPHOS einloggen, aber wo muss ich die IP des Servers eintragen?
	---------------------------------
- Herr Weichert hat geschrieben
	--------------------------------------------
	bitte zur Installation diese URL Benutzen: https://av.gefeg.com:4343/officescan
	--------------------------------------------
- URL auspropieren und TrendMicro installieren
	- musste die Website hinzufügen zu Vertrauenwürdige Sites
	- nicht Passwort eingeben sondern angebotenes Programm installieren
		- daurert 5 Minuten oder so
		- ""Installation fehlgeschlagen. Das Installationsprogramm konnte bestimme Funktionen nicht aktivieren""
			- Fehlercode 341,0x1f4
	- habe versucht es neu zu installieren aber es sagte, dass es schon installiert war
- Virensuche
	Virensuche läuft 5 Minuten, hat nichts gefunden
- ich an Sebastian:
	----------------------------------
	TrendMicro ist nun auf trunk.portal-test.gefegmbh.local installiert.
	Ein Virus-Scan hat nicht gefunden. 
	Weißt du inzwischen woher diese Zugriffe herkommen? Sonst habe ich diese Frage auf meiner Liste für Herrn Weichert.
	----------------------------------
- frage Herr Weichert, wie können wir finden, wo Zugriffe von 10.242.2.2 kommen?
	- SOPHOS
	- ~~howto: Fernzugriff (wer online ist und welche IP-Adresse)
	- ssl, einstellungen
	- ~~todo","$worked=2019-09-26 13:00 - 2019-09-26 13:30, 2019-09-30 11:30- 2019-09-30 13:00",2019-09-26 15:07:32,systemUnknown
145,Alten Rechner von Andreas (352) einrichten,"- Adonis neu aufsetzen
- alles Notwendig installieren
	- `I:\BW\BOA\Rechner_Installation_Win10.docx`
	- Acronis Lizenz für 352 finden
		- war in K:\INSTALL
	- 09.04.2019 - Problem wegen Bitlocker, bei allen drei
	- Acronis Boot Medium erstellen
		- neues USB-Stick
	- mit USB-Stick Adonis starten
		- wie man startet von USB herausfinden (rechts-click auf Windows, SHIFT-klick-Neustart)
			- USB und Acronis Festplatte angebunden
			- USB HDD gewält, Rechner hat lange gebraucht (2 Minuten) aber endlich war in Acronis True Image 2019
			- du muss warten bis alle Backups aufgelistet werden
		- rechtsklick auf das Backup, das du brauchst, Recovery
		- `Recovery kompletter Laufwerke und Volumes`
			- Laufwerk 1 wählen (alle vier werden ausgewählt)
	- Updates
		- Teufelskreis mit Windows Update `2019-02 Update für Window 10 Version 1809 für x64-basierte Systeme (KB4465065) - Fehler 0x800703f1`
			- Lösungen:
				- 1. Ausführend des Tools `K:\INSTALL\_Hardware\wu10.diagcab` oder auf der Acronis-Festplatte
					- Meldung: Das Problem konnte von der Problembehandlung nicht identifiziert werden
					- habe neugestartet nach anderen heruntergeldanden aber bevor das Problem-Update heruntergeladen, dann beim Neustart gings weiter
					- aber es kam in den gleichen Teufelskreis
				- 2. cmd: `wsreset`
					- hat keine Meldung gebracht, dann Windows Store geöffnet, neu gestartet
					- aber es kam in den gleichen Teufelskreis
				- 3. Stoppen von BITS Lösung
					- `net stop bits`
					- `net stop wuauserv`
					- Löschen des Inhalts des Verzeichnisses %windir%\SoftwareDistribution
					- Löschen des Schlüssels `HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\WindowsUpdate`
						- `SusClientId`
					- Starten der Dienste BITS und Windows Update
						- `net start bits`
						- `net start wuauserv`
					- Rücksetzen des Qutorisqtionscookies
						- `wuquclt /resetquthorization /detectnow`
					- Ping Update-Service 3x
						- `wuauclt /detectnow`
						- 2-5 Minuten warten
						- `wuauclt /detectnow`
						- 2-5 Minuten warten
						- `wuauclt /detectnow`
					- aber es kam in den gleichen Teufelskreis
						- am Anfang installiert er etwas, aber dann sagt, dass er es rückgängig gemacht hat
				- 4. WS Offline Lösung
					- auf Acronis-Festplatte/install/wsusoffline1174.zip
					- unzip
					- `UpdateGenerator.exe` ausführen, Windows 10, x64
						- hat ungefähr eine Stunde gedauert
						- ausführen: `C:\Install\wsusoffline1174\wsusoffline\client\UpdateInstaller.exe`
							-------------------------
							Fehler: 1009
							Die Datenbank der Konfigurationsregistrierung ist beschädigt.
							Installation successful. Please reboot your system now and recall Update afterwards.
							-------------------------
						- aber es kam in den gleichen Teufelskreis
					- habe nochmal Schritt 3 gemacht, dann Schritt 4
	-  auf letztes Image zurücksezten: 09.04.2019
		- 09.04.2019 war das letzte und auch was wir oben gemacht haben
		- dies Mal brauchen wir nicht das USB-Stick
	- habe mit Melitta gesprochen, wir nehmen noch das zweite Image, und dann die WS Offline Lösung
		- zurücksetzten auf 29.03.2019 08:33
		- WS Offline Lösung 
			- (siehe oben)
			- dauerte nur 5 Minuten maximal, keine Fehler am Ende wie letztes Mal
			- Neutstart
		- Updates checken
			- waren sehr viele
			- 15+ Updates werden installiert
				- Neustarten
			- 4 Updates werden installiert
				- Neustarten
			- 1 Update wird installiert
				- Neustarten
			- 1 Update wird installiert
				- Neustarten
		- Image erstellt
- alles einrichten für einen neuen Mitarbeiter	
	- https://av.gefeg.com:4343/officescan
- Rechner ist im Schrank und bereit für einen neuen Mitarbeiter","$worked=2019-09-27 13:00 - 2019-09-27 17:00, 2019-09-30 14:30 - 2019-09-30 17:00, 2019-10-01 08:30 - 2019-10-01 09:30, 2019-10-01 11:00 - 2019-10-01 17:00, 2019-10-02 08:30 - 2019-10-02 10:00, 2019-10-02 16:00 - 2019-10-02 17:00; $finished=2019-10-04 08:30 - 2019-10-04 09:00",2019-09-27 14:01:17,systemUnknown
146,E-Mail gray list bearbeiten ,"- Sebastian wollte wissen, wie wir die Gray-Liste bearbeiten
- gray list finden
	- in Sophos https://vpn.gefeg.com:4444
		- email procection
		- mail manager
		- mail manager Button
- Sebastian hat eine Mail an mich geschickt, hat funktioniert
	- Sebastian hat festgestellt, dass die E-Mails in seinem Postfach gefiltert wurde 
- frage Herrn Weichert: wo ist unsere gray list und wie bearbeiten wir die?
	- Greylisting: SOPHOS wehrt drei Mails ab, dann lässt die durch, denn Spamservers versuchen nur 1 oder 2 mal
	- ~~howto: SOPHOS (4444)
		- SMTP
		- Ausnahmen",$finished=2019-09-27 12:30 - 2019-09-27 13:00,2019-09-27 14:03:36,systemUnknown
147,Schulungsrechner 274 zurücksetzen,"- Acronis vom Windows-Icon gestartet
- Wiederherstellen
	- vier Backups zur Auswahl
		- nicht die von 2017 sondern das aller letzte von 26.04.2019, denn diese hat die neueste Updates
- Updates
	- konnte nicht verbinding
	- hat auf dem WLAN-Icon rechts-geklickt aber es funktionierte nicht
	- neustart
		- jetzt kommt nur ""Fujitsu"" Bildschirm und F12 usw. funktioniert nicht
	- Neustartproblem lösen	
		- nach 5 Minuten hat es gepiept und war in BIOS
		- neu gestartet
	- ist dann in Windows gestartet
		- und ist verbunden
	- Updates neu gesucht
		- auf Ihrem Gerät fehlen wichtig Sicherheits- und Qualitätsfixes
- Ein Update wird immer wieder nicht installiert, auch nach mehrere Neustarts
	- `Definitionsupdate für Windows Defender Antivirus KB2267602 (Definition 1.289.1250.0)`
	- es steht ""Installation ausstehend"", aber installiert es immer wieder nicht
		- ok, dann auf ""Nach Updates online suchen""
	- endlich kam, ""Sie sind auf dem neuesten Stand.""
- Image erstellen
	- Image erstellt: 2019-09-30 14:04:00",$worked=2019-09-30 13:00 - 2019-09-30 14:30; $finished=2019-09-30 09:30 - 2019-09-30 11:30,2019-09-30 10:50:32,systemUnknown
