id,category,title,rank,body,extras,systemWhenCreated,systemWhoCreated
118,Ramda,Work through documentation of Ramda,4.2,- )) work through [Ramda documentation](https://ramdajs.com/docs),$place=wk,2020-06-23 15:50:21,systemUnknown
119,TypeScript,Go through all of the TypeScript examples at typesriptlang.org,3.5,- )) [TypeScript playground](https://www.typescriptlang.org),$place=hm,2020-06-28 08:11:20,systemUnknown
120,React,Add Redux to React site,3.5,"- `npm i redux react-redux`
- `src\store.js`:
	---------------------
	import { createStore, combineReducers } from 'redux';

	const reducers = {};

	const rootReducer = combineReducers(reducers);
	---------------------
- wrap app in Redux provider
	- in `src\App.js` add:
		-------------------------
		import { Provider } from 'react-redux';
		import { configureStore } from './store';
		-------------------------
	- then wrap App in Provider:
		-----------------------------
		ReactDOM.render(
			<Provider store=""{configureStore}"">
				<App />
			</Provider>,
			document.getElementById('root')
		);
		-----------------------------
- make actions: `src\todos\actions.js`
	--------------------
	export const CREATE_TODO = 'CREATE_TODO';

	export const createTodo = text => ({
		type: CREATE_TODO,
		payload: { text }
	});

	export const REMOVE_TODO = 'REMOVE_TODO';

	export const removeTodo = text => ({
		type: REMOVE_TODO,
		payload: { text }
	});
	--------------------
- make reducers: `src\todos\reducers.js`
	---------------------------
	import { CREATE_TODO, REMOVE_TODO } from './actions';

	const { type, payload } = action;

	export const todos = (state = [], action) => {

		const { type, payload } = action;

		switch (type) {
			case CREATE_TODO: {
				const { text } = payload;
				const newTodo = {
					text,
					isCompleted: false
				}
				return state.concat(newTodo);
			}
			case REMOVE_TODO: {
				const { text } = payload;
				return state.filter(todo => todo.text !== text);
			}
			default:
				return state;
		}
	}
	---------------------------
- in `store.js`, add:
	------------------------
	import { todos } from './todos/reducers';

	const reducers = {
		todos
	};
	------------------------
- connect components, e.g. `src\todos\NewTodoForm.js`, here with many changes:
	-----------------------
	import React, { useState } from 'react';
	import { connect } from 'react-redux';
	import { createTodo } from './actions';
	import './NewTodoForm.css';

	const NewTodoForm = ({ todos, onCreatePressed }) => {
		const [inputValue, setInputValue] = useState('');
		return (
			<div className=""new-todo-form"">
				<input
					className=""new-todo-input""
					type=""text""
					placeholder=""Type new todo here""
					value={inputValue}
					onChange={e => setInputValue(e.target.value)} />
				<button
					onClick={() => {
						const isDuplicateText =
							todos.some(todo => todo.text === inputValue);
						if (!isDuplicateText) {
							onCreatePressed(inputValue);
							setInputValue('');
						}
					}}
					className=""new-todo-button"">Create todo</button>
			</div>
		);
	}

	const mapStateToProps = state => ({
		todos: state.todos
	});
	const mapDispatchToProps = dispatch => ({
		onCreatePressed: text => dispatch(createTodo(text))
	});

	export default connect(mapStateToProps, mapDispatchToProps)(NewTodoForm);
	-----------------------
- see a working app with these code changes here: https://github.com/edwardtanguay/reactscratch",,2020-07-21 23:50:07,systemUnknown
121,Gatsby,Set up and publish a Gatsby site,3.5,"- install Gatsby command line if you don't have it yet
	- `npm i -g gatsby-cli`
- install Gatsby starter site
	- go to your webs directory
	- https://www.gatsbyjs.org/starters
		- find a site, e.g. https://www.gatsbyjs.org/starters/gatsbyjs/gatsby-starter-default
		- scroll down and copy install command line, changing the name of the folder, e.g.:
		- `gatsby new gatsby2 https://github.com/gatsbyjs/gatsby-starter-default` (replace `gatsby2` with name you want for your project)
	- `cd gatsby2`
	- `gatsby develop`
	- in browser, go to: `http://localhost:8000`
- upload to github
	- (the setup initialized Git and made the first local commit)
	- goto GitHub and create folder `gatsby2`
	- copy two lines at ""check in existing site"", e.g.
		- `git remote add origin https://github.com/edwardtanguay/gatsby2.git`
		- `git push -u origin master`
- VSCode
	- install plugins Prettier and ESLint
- make change and push
	- `gatsby develop`
	- in browser, go to: `http://localhost:8000`
	- in `src\pages\index.js` change ""Hi people"" to ""Hello World"" and see that it immediately changes in browser
	- push	 to changes to GitHub
- Publish at Netlify
	- goto `https://www.netlify.com`
	- [[New site from Git]]
	- [[GitHub]]
	- search for site, e.g. `gatsby2` and click it
	- [[Deploy Site]]
	- [[Site Settings]]
	- [[Change site name]]
	- enter site name, e.g. `gatsby2`
	- [[Save]]
	- (wait 2 minutes)
	- goto e.g. `https://gatsby2.netlify.app`
- Publish change
	- make change
	- push
	- (wait 2 minutes)
	- goto e.g. `https://gatsby2.netlify.app`",,2020-08-02 17:11:55,systemUnknown
122,static sites,Try out all static site generators at staticgen.com,3.5,"- )) start with [this site](https://www.staticgen.com)
- try Hexo first",$place=hm,2020-08-03 17:25:02,systemUnknown
124,Hugo,Install hugo,4.5,"- install Hugo on Windows
	- try via npm first:
		- `npm i hugo-cli`
		- or even this: `npx hugo-cli server`
	- if that doesn't work, install manually (worked 2020-08-04)
		- https://github.com/gohugoio/hugo/releases
		- download: hugo_extended_0.74.3_Windows-64bit.zip
		- unpack and copy `hugo.exe` to `c:\hugo\bin`
		- add `c:\hugo\bin` to environment variables
	- more information here: https://gohugo.io/getting-started/installing
- check installation
	---------------------------
	$ hugo version
	Hugo Static Site Generator v0.74.3/extended windows/amd64 BuildDate: unknown
	---------------------------
- create site
	- `hugo new site hugosite001`
	- `cd hugosite001`
	- `ls` to check files
- open in Visual Studio Code
- add to Git
	- `git init`
	- `git status`
	- `git add --all`
	- `git commit -m ""first commit""`
- add to GitHub
	- at GitHub, create `hugosite001`
	- `git remote add origin https://github.com/edwardtanguay/hugosite001.git`
	- `git push -u origin master`
- add a theme
	- `https://themes.gohugo.io`
	- choose one, e.g. `https://themes.gohugo.io/hugo-classic`
	- right-click [[Download]] and ""Copy link address""
	- `git submodule add https://github.com/goodroot/hugo-classic.git themes/hugo-classic`
	- (copy the .toml file in `data` if there is one)
	- copy the contents of the `config.toml` file to the root config.toml
		- note: `theme = ""hugo-classic""` has to be the same name as the folder in `themes`
- preview site
	- `hugo server`
	- change e.g. title to see immediate change
- add content
	- `hugo new post/first-article.md`
	- goto `content\post\first-article.md` and edit
		- learn Markdown here: https://www.markdowntutorial.com
	- to make it show up, change draft to `false`
		- or run with `hugo server -D` to show drafts
- .. continue on",$place=hm,2020-08-04 07:48:42,systemUnknown
125,Express,"Create a four-line, static website server with Node/Express",3.5,"- install Node.js
- setup project directory
	- in webs folder, e.g. `nodebasics`
	- `npm init -y`
- install Express
	- `npm i express`
		- I got `4.17.1`
- server.js
	-----------------------
	const express = require('express');

	const app = express();

	app.use(express.static(__dirname));
	app.listen(3000); 
	-----------------------
- hello.html
	---------------------
	hello
	---------------------
- `node server.js`
- in browser, go to: `https://localhost:3000`",,2020-08-06 11:49:42,systemUnknown
126,Express,Create a complex website server with Node/Express,3.5,"- full code of finished project is here: https://github.com/edwardtanguay/nodebasics
- get basic website up
	- install Node.js
	- setup project directory
		- in webs folder, e.g. `nodebasics`
		- `npm init -y`
	- install Express
		- `npm i express`
			- I got `4.17.1`
	- server.js
		-----------------------
		const express = require('express');

		const app = express();

		app.use(express.static(__dirname));
		app.listen(3000); 
		-----------------------
	- hello.html
		---------------------
		hello
		---------------------
	- `node server.js`
	- in browser, go to: `https://localhost:3000`
- add ability to add messages on the frontend
	- index.html
		- emmet ! to get HTML/BODY boilerplate
	- https://getbootstrap.com
		- [[Get started]]
		- copy CDN stylesheet `<link...>` into head
		- copy CDN JavaScript `<script...>` (3x) into head
	- in body:
		-----------------------
			<div class=""container"">
			<div class=""jumbotron"">
				<ht class=""display-4"">Send Message</ht>
			</div>
			<input class=""form-control"" placeholder=""Name"" />
			<div id=""send"" class=""btn btn-success mt-2 btn-gray"">Send</div>
			<div class=""mt-4"" id=""messages"">

			</div>
		</div>
		<script>
			$(() => {
				$(""#send"").click(() => {
					addMessage({ name: ""Robert"", text: ""Hello"" });
				});
			});

			function addMessage(message) {
				$('#messages').append(`<h4>${message.name}</h4><p>${message.text}</p>`);
			}
		</script>
		-----------------------
- get messages from backend via JQuery AJAX (`$.get()`)
	- server.js, add:
		--------------------
		const messages = [
			{ name: 'Jim', text: '111' },
			{ name: 'Rob', text: '222' },
			{ name: 'Anders', text: '333' },
			{ name: 'George', text: '444' }
		];

		app.get('/messages', (req, res) => {
			res.send(messages);
		});
		--------------------
	- index.html:
		- remove `slim` from `jquery-3.5.1.slim.min.js`
		- take out integrity property from that element as well
		- add call to `getMessages()` in main section:
			----------------------
			$(() => {
				$(""#send"").click(() => {
					addMessage({ name: ""Robert"", text: ""Hello"" });
				});
				getMessages();
			});
			----------------------
		- add the `getMessages` function:
			---------------------	
			function getMessages() {
				$.get('http://localhost:3001/messages', (data) => {
					data.forEach(addMessage);
				});

				// or you can run through the items being received from the server like this:
				// $.get('http://localhost:3001/messages', (data) => {
				// 	data.forEach((item) => {
				// 		addMessage(item);
				// 	}, this);
				// });
			}
			---------------------
	- you will now see that the backend messages appear on the frontend
- enable posting of messages from Postman
	- install Postman
		- https://www.postman.com/downloads
	- install body-parser
		- `npm i body-parser`
		- add: `app.use(bodyParser.json());`
	- add post code:
		---------------------
		app.post('/messages', (req, res) => {
			messages.push(req.body);
			res.sendStatus(200);
		});
		---------------------
	- now restart server
	- load page
	- post from postman
	- reload page
	- see that you have entry from postman
- enable posting of messages from frontend
	- server.js: add `app.use(bodyParser.urlencoded({ extended: false }));`
	- index.html: add `addMessage(message);`
- bi-directional updating via sockets.io
	- setup
		- `npm i socket.io`
		- server.js
			- add: `const http = require('http').Server(app);`
			- add: `const io = require('socket.io')(http);`
			- change to: const server = http.listen(port, () => {
			- add:
				---------------------
				io.on('connection', (socket) => {
					console.log('a user connected');
				});
				---------------------
		- index.html
			- add: `<script src=""socket.io/socket.io></script>`
			- add: `const socket = io();`
		- refresh page, see ""a user connected"" 
	- make message event
		- server.js
			- in app.post, add: `io.emit('message', req.body);`
- setup database
	- get account at: https://cloud.mongodb.com
		- cluster = cluster0
		- database = nodebasics
		- collection = main
		- used my Google Account
			- ok, and was able to login from other two email accounts as well, be sure to login:
				- here: https://cloud.mongodb.com
				- not here: https://mlab.com
	- test connection
		- download Mongo Compass: https://www.mongodb.com/try/download/compass
			- connect with: mongodb+srv://learn:PASSWORD@cluster0.hqjr5.mongodb.net/nodebasics
	- server.js
		- add: `const mongoose = require('mongoose');`
		- add: `const dbUrl = `mongodb+srv://learn:<password>@cluster0.hqjr5.mongodb.net/<dbname>?retryWrites=true&w=majority`;`
		- replace:
			-----------------------
			mongoose.connect(dbUrl, { useNewUrlParser: true, useUnifiedTopology: true }, (err) => {
				if (err) {
					console.log('mongo db connection error:', err);
				}
				console.log('mongo db connection: success');

				const server = http.listen(port, () => {
					console.log(`Listening on port ${server.address().port}...`);
				}); 
			})
			-----------------------
	- see that it connects
- save message in database
	- server.js
		- add:
			---------------------
			const Message = mongoose.model('Message', {
				name: String,
				message: String
			});
			---------------------
		- replace:
			--------------------
			app.post('/messages', (req, res) => {
				const message = new Message(req.body);
				message.save((err) => {
					if (err) {
						sendStatus(500);
					} else {
						messages.push(req.body);
						io.emit('message', req.body);
						res.sendStatus(200);
					}
				});
			});
			--------------------
	- notice it updates on all browsers, and data is retained and shown after page refresh",,2020-08-07 06:12:17,systemUnknown
127,Express,Create a Node/Express site with templates,3.5,"- pre-setup as node/git project
	- make directory e.g. `nodeexpress3`
	- enter with VSCode
	- `npm init -y`
	- `git init`
	- `git add * && git commit -m ""first commit""`
	- `npm i express`
	- create `.gitignore`
		----------------
		node_modules
		----------------
	- GitHub: create `nodeexpress3`
		- `git remote add origin https://github.com/edwardtanguay/nodeexpress3.git`
		- `git push -u origin master`
- setup as express site to send text
	- create `server.js`
		---------------------
		const express = require('express');

		const app = express();
		const port = 3001;

		app.get('/', (req, res) => {
			res.send(""Hello express"");
		});

		app.listen(port, () => {
			console.log(`Listening on port ${port}.`);
		});
		---------------------
	- `node server.js`
	- in browser: `http://localhost:3001`
- setup to server files
	- create: `static\test.htm`
		----------------
		This is a <b>test</b>.
		----------------
	- in server.js
		- add: `const path = require('path');`
		- change to: `res.sendFile(path.join(__dirname, './static/test.htm'));`
	- or you can just server all files in the directory like this:
		- add: `app.use(express.static(path.join(__dirname, './static')));`
		- and you can remove the explicit serving of ""/""
- setup ESLint
	- `npm i -D eslint`
	- `npx eslint --init`
		- select: style, commonjs, node, airbnb, json
		- your nnn file should look like this:
			--------------------------
			{
				""env"": {
					""browser"": true,
					""commonjs"": true,
					""es2020"": true
				},
				""extends"": [
					""airbnb-base""
				],
				""parserOptions"": {
					""ecmaVersion"": 11
				},
				""rules"": {
				}
			}
			--------------------------
- setup Prettier
	- `npm i -D prettier eslint-config-prettier eslint-plugin-prettier`
	- [[CTRL-,]], `format`, change Default Formatter to `esbenp.prettier-vscode`
	- create `.prettierrc`:
		---------------------
		{
			""trailingComma"": ""es5"",
			""printWidth"": 100,
			""singleQuote"": true
		}
		---------------------",$place=hm,2020-08-07 19:07:54,systemUnknown
128,MongoDB,Manage MongoDB database at cloud.mongodb.com,3.5,"- use the mongoimport command
	- download the MongoDB Database Tools at: https://www.mongodb.com/try/download/database-tools
	- commands that didn't work:
		- `mongoimport --username learn --password PASSWORD --host cluster0.hqjr5.mongodb.net --db nodebasics --collection games --file games.tsv --type tsv --headerline`
			- didn't work: couldn't find server
		- found this: `mongoimport --username joe --password secret1 mongodb://mongodb0.example.com:27017 --ssl`
		- `mongoimport --username learn --password PASSWORD --host mongodb+srv://cluster0.hqjr5.mongodb.net:27017  --db nodebasics --collection games --file games.tsv --type tsv --headerline`
			-  error parsing uri: must have at least 1 host
		- `mongoimport --username learn --password PASSWORD --uri mongodb+srv://cluster0.hqjr5.mongodb.net:27017  --db nodebasics --collection games --file games.tsv --type tsv --headerline`
			- error parsing command line options: error parsing uri: URI with srv must not include a port number
		- `mongoimport --username learn --password PASSWORD --uri mongodb+srv://cluster0.hqjr5.mongodb.net --db nodebasics --collection games --file games.tsv --type tsv --headerline`
			- Failed: open games.tsv: The system cannot find the file specified.
	- put .exe folder into PATH, went to the director where the .tsv file was located
	- this command worked:
		- `mongoimport --username learn --password PASSWORD --uri mongodb+srv://cluster0.hqjr5.mongodb.net --db nodebasics --collection games --file games.tsv --type tsv --headerline`
			- connected to: mongodb+srv://cluster0.hqjr5.mongodb.net
			- 4 document(s) imported successfully. 0 document(s) failed to import.",,2020-08-08 02:26:59,systemUnknown
129,Heroku,Set up Basic React App at Heroku,4.9,"- sign up for Heroku account
	- https://signup.heroku.com
	- free account
- install the Heroku CLI
	- https://devcenter.heroku.com/articles/heroku-cli
		- says ""PATH not updated, original length 1300 > 1024""
	- add to environment path: `C:\Program Files\heroku\bin`
- use Heroku
	- `heroku login`
		- this will take you to a website where you will be automatically logged in
- create simple node/express app
	- decided against this as you need to make so many settings, trying create-react-app instead
	- publish app
		- `heroku create --remote production`
			- ERROR `ENOENT: spawn git ENOENT`
				- added path variable to `C:\Program Files\Git\bin`
		- worked, reported these two urls:
			- https://agile-cliffs-21831.herokuapp.com
				- Heroku | Welcome to your new app!
			- https://git.heroku.com/agile-cliffs-21831.git
		- git remote -v
			---------------------		
			origin  https://github.com/edwardtanguay/nodedeploy.git (fetch)
			origin  https://github.com/edwardtanguay/nodedeploy.git (push)
			production      https://git.heroku.com/agile-cliffs-21831.git (fetch)
			production      https://git.heroku.com/agile-cliffs-21831.git (push)
			---------------------
		- it seems to you need make many environment settings before it can be deployed, now trying create-react-app
- publish app with `npx create-react-app`
	- working from this: https://blog.heroku.com/deploying-react-with-zero-configuration
	- `npx create-react-app nodedeployreact`
	- `cd nodedeployreact'
	- `npm start`
	- VSCode
		- App.js: ""Test"" in header
		- App.css
			------------------
			.App {
				text-align: left;
			}

			.App-header {
				padding: 20px;
				background-color: #282c34;
				min-height: 100vh;
				font-size: calc(10px + 2vmin);
				color: white;
			}
			------------------
	- Windows command line
		- `heroku create -b https://github.com/mars/create-react-app-buildpack.git`
			- says: `https://desolate-everglades-91774.herokuapp.com/ | https://git.heroku.com/desolate-everglades-91774.git`
		- `git add .`
		- `git commit -m ""react-create-app on Heroku""`
		- `git push heroku master`
			- 2 minutes
		- `heroku open`
	- rename
		- in dashboard
		- then in VSCode
			- `git remote rm heroku`
			- `heroku git:remote -a nodedeployreact`
	- subsequent changes
		- make changes
		- `git add .`
		- `git commit -m ""commit message""`
		- `git push heroku master`",,2020-08-09 12:05:03,systemUnknown
131,Heroku,Get simple Node.js app running at Heroku,4.9999,"- working through: https://devcenter.heroku.com/articles/deploying-nodejs
- create local node app
	- set up project
		- directory: `nodeheroku`
		- `cd nodeheroku`
		- `npm init -y`
		- `git init`
		- `npm i express`
	- create and run node web app
		- server.js
			-----------------------
			const express = require('express');

			const app = express();
			const port = 3001;

			app.use('/', (req, res) => {
				res.send('this is a node app');
			});
			app.listen(process.env.PORT || port, () => {
				console.log(`Listening at: http://localhost:${port}`);
			}); 
			-----------------------
		- `node server.js`
		- in browser, go to: `https://localhost:3001`
			- prepare node app for Heroku
				- package.json, add:
					----------------
					""engines"": {
						""node"": ""14.x""
					}
					----------------
				- `Procfile`:
					---------------------
					web: node server.js
					---------------------
				- `heroku local web`
			- deploy to Heroku
				- `.gitignore`:
					---------------------
					/node_modules
					npm-debug.log
					.DS_Store
					/*.env
					---------------------
				- `git add .`
				- `git commit -m ""first commit""`
				- `heroku login`
				- `heroku create`
				- `git push heroku master`
			- customize URL
				- in dashboard: https://dashboard.heroku.com/apps
					- click app
					- Settings
					- change name, e.g. `etnode1` (ignore warnings)
				- then in VSCode
					- `git remote rm heroku`
					- `heroku git:remote -a etnode1`
			- add Mongo access
				- load packages
					- `npm i body-parser`
					- `npm i mongoose`
					- `npm i socket.io`
				- replace app.js:
					----------------------
			const express = require('express');
			const bodyParser = require('body-parser');
			const mongoose = require('mongoose');

			const app = express();
			const http = require('http').Server(app);
			const io = require('socket.io')(http);
			const port = 3001;

			const dbUrl = `mongodb+srv://learn:PASSWORD@cluster0.hqjr5.mongodb.net/nodebasics?retryWrites=true&w=majority`;

			const Message = mongoose.model('Message', {
				name: String,
				text: String
			});

			app.get('/', (req, res) => {
				Message.find({}, (err, messages) => {
					res.send(messages.map(m => m.name).join(', '));
				});
			});

			mongoose.connect(dbUrl, { useNewUrlParser: true, useUnifiedTopology: true }, (err) => {
				if (err) {
					console.log('mongo db connection error:', err);
				}
				console.log('mongo db connection: success');

				const server = http.listen(process.env.PORT || port, () => {
					console.log(`Listening on port ${server.address().port}...`);
				});
			});
		----------------------",$place=hm,2020-08-09 15:57:55,systemUnknown
132,Heroku,Get Node.js app connecting to Mongo running at Heroku,4.9999,"- working through: https://devcenter.heroku.com/articles/deploying-nodejs
- create local node app
	- set up project
		- directory: `nodeheroku`
		- `cd nodeheroku`
		- `npm init -y`
		- `git init`
		- `npm i express`
- create and run node web app
	- server.js
		-----------------------
		const express = require('express');

		const app = express();
		const port = 3001;

		app.use('/', (req, res) => {
			res.send('this is a node app');
		});
		app.listen(process.env.PORT || port, () => {
			console.log(`Listening at: http://localhost:${port}`);
		}); 
		-----------------------
	- `node server.js`
	- in browser, go to: `https://localhost:3001`
- upload app to Heroku
	- prepare node app for Heroku
		- package.json, add:
			----------------
			""engines"": {
				""node"": ""14.x""
			}
			----------------
		- `Procfile`:
			---------------------
			web: node server.js
			---------------------
		- `heroku local web`
	- deploy to Heroku
		- `.gitignore`:
			---------------------
			/node_modules
			npm-debug.log
			.DS_Store
			/*.env
			---------------------
		- `git add .`
		- `git commit -m ""first commit""`
		- `heroku login`
		- `heroku create`
		- `git push heroku master`
	- customize URL
		- in dashboard: https://dashboard.heroku.com/apps
			- click app
			- Settings
			- change name, e.g. `etnode1` (ignore warnings)
		- then in VSCode
			- `git remote rm heroku`
			- `heroku git:remote -a etnode1`
	- run Heroku app
		- `heroku open`
- add Mongo access
	- load packages
		- `npm i body-parser`
		- `npm i mongoose`
		- `npm i socket.io`
	- replace app.js:
		----------------------
		const express = require('express');
		const bodyParser = require('body-parser');
		const mongoose = require('mongoose');

		const app = express();
		const http = require('http').Server(app);
		const io = require('socket.io')(http);
		const port = 3001;

		const dbUrl = `mongodb+srv://learn:PASSWORD@cluster0.hqjr5.mongodb.net/nodebasics?retryWrites=true&w=majority`;

		const Message = mongoose.model('Message', {
			name: String,
			text: String
		});

		app.get('/', (req, res) => {
			Message.find({}, (err, messages) => {
				res.send(messages.map(m => m.name).join(', '));
			});
		});

		mongoose.connect(dbUrl, { useNewUrlParser: true, useUnifiedTopology: true }, (err) => {
			if (err) {
				console.log('mongo db connection error:', err);
			}
			console.log('mongo db connection: success');

			const server = http.listen(process.env.PORT || port, () => {
				console.log(`Listening on port ${server.address().port}...`);
			});
		});
		------------------------
	- commit changes and `git push heroku master`
- add web sockets
	- `heroku features:enable http-session-affinity`
	- replace server.js:
		------------------------------
		const express = require('express');
		const bodyParser = require('body-parser');
		const mongoose = require('mongoose');

		const app = express();
		const http = require('http').Server(app);
		const io = require('socket.io')(http);
		const port = 3001;

		app.use(express.static(__dirname));
		app.use(bodyParser.json());
		app.use(bodyParser.urlencoded({ extended: false }));

		const dbUrl = `mongodb+srv://learn:PERSON@cluster0.hqjr5.mongodb.net/nodebasics?retryWrites=true&w=majority`;

		const Message = mongoose.model('Message', {
			name: String,
			text: String
		});

		app.get('/messages', (req, res) => {
			Message.find({}, (err, messages) => {
				res.send(messages);
			});
		});

		app.post('/messages', (req, res) => {
			const message = new Message(req.body);
			message.save((err) => {
				if (err) {
					sendStatus(500);
				} else {
					io.emit('message', req.body);
					res.sendStatus(200);
				}
			});
		});

		io.on('connection', (socket) => {
			console.log('a user connected');
		});

		mongoose.connect(dbUrl, { useNewUrlParser: true, useUnifiedTopology: true }, (err) => {
			if (err) {
				console.log('mongo db connection error:', err);
			}
			console.log('mongo db connection: success');

			const server = http.listen(process.env.PORT || port, () => {
				console.log(`Listening at http://localhost:${server.address().port}...`);
			});
		});
		------------------------------
- try hosting at netlify
	- push to GitHub account
	- add to netlify
	- doesn't work, can't load: socket.io/socket.io.js
		- ""The answer to this question is actually no. No server side processing is supported at Netlify.""",$place=hm,2020-08-09 16:04:12,systemUnknown
133,AWS,Create Node.js app and deploy on AWS Elastic Beanstalk,3.5,"- setup (should only have to do this once)
	- get the awsebcli tools if you don't have them:
		- https://docs.aws.amazon.com/console/elasticbeanstalk/eb-cli-install
		- `git clone https://github.com/aws/aws-elastic-beanstalk-cli-setup.git`
		- `.\bundled_installer`
			- if error: ModuleNotFoundError: No module named 'virtualenv'
			- `pip uninstall -y virtualenv`
			- `pip install virtualenv` (as administrator)
			- `python .\aws-elastic-beanstalk-cli-setup\scripts\ebcli_installer.py`
	- set up user if you haven't (I didn't need these codes)
		- IAM
		- add user: NodeDeploy
			- programmatic access
			- attach existing policies directory
			- search ""beanstalk""
			- full access
- make Node.js app	
	- make directory: `awsnodeapp`
	- `npm init -y`
	- `git init`
	- `npm i express`
	- `.gitignore`: node_modules
	- `.server.js`:
		--------------------
		const express = require('express');

		const app = express();
		const port = 3001;

		app.use(express.static(__dirname));
		app.listen(process.env.PORT || port);
		--------------------
	- `index.html`
		---------------------
		This is a <b>test Node/Express site</b>.
		---------------------
- test app
	- package.json	
		---------------------
		""start"": ""node server.js""
		---------------------
	- `npm start`
- check into local Git
	- `git add .`
	- `git commit -m ""first commit""`
- push application to cloud
	- PowerShell
	- `eb init`
		- answer all, no CodeCommit
	- `eb create prod --instance_type t2.micro --platform Node.js`
	- `eb console`
		- Applications
		- click on app
		- click on url, e.g.: http://prod2.eba-hhthceph.eu-central-1.elasticbeanstalk.com",$place=hm,2020-08-09 20:07:51,systemUnknown
134,Azure,How put publish a Node app at Azure as a Webapp,4.8,"- create Webapp online
	- https://portal.azure.com
	- (three line icon)
	- Create a Resource
	- Web App
	- firstAppWeb-rg
	- `et-socket-test`
	- Code
	- Node 12 LTS
	- Linux
	- Central US (so you can get the free tier)
	- Gratuit F1
	- [[Create]]
- visit created site
	- e.g. https://et-socket-test.azurewebsites.net
	- [[Development Center]]
	- Local Git
	- Build Service (left)
	- [[Finish]]
- create Node App locally
	- in webs, create directory `et-socket-test`
- make Node.js app	
	- make directory: `awsnodeapp`
	- `npm init -y`
	- `git init`
	- `npm i express`
	- `.gitignore`: node_modules
	- `.server.js`:
		--------------------
		const express = require('express');

		const app = express();
		const port = 3001;

		app.use(express.static(__dirname));
		app.listen(process.env.PORT || port);
		--------------------
	- `index.html`
		---------------------
		This is a <b>test Node/Express site</b>.
		---------------------
- test local app
	- package.json	
		---------------------
		""start"": ""node server.js""
		---------------------
	- `npm start`
- check into local Git
	- `git add .`
	- `git commit -m ""first commit""`
- publish to Azure
	- find git address
		- MAIN > et-socket-test > properties > https://etuser001:et-socket-test.scm.azurewebsites.net/et-socket-test.git
	- `git remote add azure https://etuser001:et-socket-test.scm.azurewebsites.net/et-socket-test.git` 
	- `git push --set-upstream azure master`
		- !! gets error: fatal: unable to access 'https://etuser001:et-socket-test.scm.azurewebsites.net/et-socket-test.git/': Port number ended with 'e'
		- )) fix error
	- `git push azure_web`",$place=hm,2020-08-10 00:20:49,systemUnknown
