id,category,title,body,points,extras,systemWhenCreated,systemWhoCreated
131,JavaScript,How to set up simple TypeScript with Gulp,"- setup basics
	- `mkdir src dist`
	- `npm init -y`
	- package.json: `""main"": ""main.js"",`
- install Gulp	
	- `npm i -g gulp-cli`	
	- `npm i -D gulp`
- install TypeScript
	- npm i -D typescript gulp-typescript
- configure Gulp
	- create `gulpfile.js`
	- go to: `https://github.com/ivogabe/gulp-typescript`
	- Basic Usage
	- change `gulpfile.js` to:
		------------------------
		const gulp = require('gulp');
		const ts = require('gulp-typescript');

		gulp.task('default', function () {
			return gulp.src('src/**/*.ts')
				.pipe(ts({
					noImplicitAny: true,
					outFile: 'main.js'
				}))
				.pipe(gulp.dest('dist'));
		});
		------------------------
- test
	- create `displayName.ts`
		--------------------
		export function displayName(name: string): void {
			console.log('Name: ' + name);
		}
		--------------------
	- create `src/main.ts`
		-----------------------
		import { displayName } from './displayName';

		displayName('Charles');
		-----------------------
	- terminal: `gulp`
	- `node dist/main.js`
- bundle it for the browser
	- create `index.html`
		-------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"">
			<meta name=""viewport""
				  content=""width=device-width, initial-scale=1.0"">
			<title>Test</title>
		</head>

		<body>
			<p>Testing</p>
			<script src=""bundle.js""></script>
		</body>

		</html>
		-------------------
	- `npm i -D browserify tsify vinyl-source-stream`
	- add to `gulpfile.js`
		-----------------------
		const browserify = require('browserify');
		const source = require('vinyl-source-stream');
		const tsify = require('tsify');
		-----------------------
	- replace in `gulpfile.js`:
		--------------------------
		gulp.task('default', function () {
			return browserify({
				basedir: '.',
				debug: true,
				entries: ['src/main.ts'],
				cache: {},
				packageCache: {}
			})
				.plugin(tsify)
				.bundle()
				.pipe(source('bundle.js'))
				.pipe(gulp.dest('dist'));
		});
		--------------------------
	- and add this
		-------------------------------
		gulp.task('html', function () {
			return gulp.src('src/*.html')
				.pipe(gulp.dest('dist'));
		});
		-------------------------------
	- change this:
		--------------------------------
		gulp.task('default', gulp.series('html', function () {
		--------------------------------",200,,2020-07-14 23:50:12,systemUnknown
132,TypeScript,How to make a function with a generic parameter,"- note that this function will return an array of any type
	--------------------------------
	// converts only strings
let convertToStringArray: (v: string) => string[] = (value) => [value];
let name = ""Charles Messier"";
let names = convertToStringArray2(name);
console.log(names);

// same code written out as function
function convertToStringArray2(value: string) : string[] {
	return [value];
}
let name1 = ""Richard Francis Burton"";
let names1 = convertToStringArray2(name1);
console.log(names1);

// generic converter for any type
let convertToArray: <T>(v: T) => T[] = (value) => [value];

let name2 = ""Dean Acheson"";
let names2 = convertToArray(name2);
console.log(names2);

let number = 66;
let numbers = convertToArray(number);
console.log(numbers);
	--------------------------------",50,,2020-07-18 16:29:29,systemUnknown
133,TypeScript,How to use generics with interfaces,"- note you can use any type, not just string
	--------------------------------
	interface TransportCollection<T> {
		single: T
		group: T[]
	}

	const collection: TransportCollection<string> = {
		single: ""Titus Flavius Josephus"",
		group: [""Peter Abelard"", ""Petrarch""]
	}

	console.log(collection);
	--------------------------------",30,,2020-07-19 17:20:56,systemUnknown
134,TypeScript,How to create a class with generic parameters,"- note how the commented lines would also work and would be more explicit:
	--------------------------------
	class Utility<T> {
		constructor(private arg1: T, private arg2: T) { }

		toArray: () => T[] = () => [this.arg1, this.arg2];
	}

	let utility1 = new Utility (""one"", ""two"");
	//let utility1 = new Utility <string>(""one"", ""two"");
	console.log(utility1.toArray());

	let utility2 = new Utility (111, 222);
	//let utility2 = new Utility <number>(111, 222);
	console.log(utility2.toArray());
	--------------------------------",50,,2020-07-20 12:04:54,systemUnknown
135,JavaScript,Define variables from objects,"- note that the variables have to have the same names as the properties
	--------------------------------
	const user = {
	  name: 'Pierre Bayle',
	  age: 59,
	  country: 'France'
	}

	const { name, age } = user;

	console.log(`The person ${name} is ${age}.`);

	// note that this syntax makes sense even when you only have one variable, e.g.
	const { country } = user;
	--------------------------------",10,,2020-07-21 21:41:45,systemUnknown
136,JavaScript,How to use concat with arrays,"- note that you are created a new variable and not mutating one
	--------------------------------
	let people = [];
	const newPeople = [];

	const person1 = {
	  name : 'Ferdinand de Saussure',
	  country : 'Switzerland',
	  age : 56
	}
	people.push(person1);

	const person2 = {
	  name : 'Pierre de Fermat',
	  country : 'France',
	  age : 64
	}
	const person3 = {
	  name : 'John Adams Whipple',
	  country : 'USA',
	  died: 1891
	}
	newPeople.push(person2);
	newPeople.push(person3);

	people = people.concat(newPeople);

	console.log(people);
	--------------------------------",40,,2020-07-21 22:50:56,systemUnknown
137,JavaScript,How to add variable as parameter to JavaScript object,"- note that the parameter takes the name of the variable
	--------------------------------
	const isLoaded = false;

	const state = {
	  status: 'on',
	  isLoaded,
	  count: 343
	}

	console.log(state);
	--------------------------------",20,,2020-07-22 00:38:11,systemUnknown
138,Atom,How to add a JavaScript snippet,"- in menu: **File > Snippets**
- add this text:
	-------------------
	'.source.js':
		'console.log':
		'prefix': 'cc'
		'body': 'console.log($1);'
	-------------------",10,,2020-07-22 11:25:33,systemUnknown
139,JavaScript,How to display console.log() data as a table,"- note that if properties with the same name will appear as one column
	--------------------------------
	'use strict';

	//const formData = [55, undefined];
	const formData = [55];

	formData.forEach((el) => {
		console.log(`\n${el}:`);
		console.table({
			'new String()': {
				result: `${new String(el)}`,
				'data type': `${typeof new String(el)}`,
			},
			toString: {
				result: `${el.toString()}`,
				'data type': `${typeof el.toString()}`,
			},
			'String()': {
				result: `${String(el)}`,
				'data type': `${typeof String(el)}`,
			},
		});
	});
	--------------------------------",20,,2020-07-27 13:09:46,systemUnknown
140,JavaScript,How to use promise.all(),"- note promisify doesn't need to be required since it is a part of node.js
- note that one `then` passes output to next `then` in chain:
	--------------------------------
	const fs = require('fs');
	const { promisify } = require('util');
	const writeFile = promisify(fs.writeFile);
	const readdir = promisify(fs.readdir);

	Promise.all([
		writeFile('readme.md', 'this is the first line'),
		writeFile('readme.txt', 'this is the first line'),
		writeFile('readme.json', 'this is the first line')
	]).then(() => readdir(__dirname))
	.then(console.log);
	--------------------------------",50,,2020-07-28 11:58:13,systemUnknown
141,JavaScript,How to use the .map() function,"- note that you can pass in any function as the map parameter
	--------------------------------
	const starScores = [4, 5, 3, 3, 3, 3, 2, 1, 5];

	const starTexts = starScores.map(num => {
		return '*'.repeat(num) + '∙'.repeat(5-num);
	});

	console.log(starScores);
	console.log(starTexts);
	--------------------------------",25,,2020-07-28 16:08:09,systemUnknown
142,JavaScript,Example of parameter destructuring,"- note that both of these classes function identically
	--------------------------------
	class Person {
		constructor({ firstName, lastName, age = 0 }) {
			this.firstName = firstName;
			this.lastName = lastName;
			this.age = age;
		}
	}

	// class Person {
	// 	constructor(person) {
	// 		this.firstName = person.firstName;
	// 		this.lastName = person.lastName;
	// 		this.age = person.age || 0;
	// 	}
	// }	

	const employee = {
		firstName: 'George',
		lastName: 'Martin'
	};

	const person = new Person(employee);
	console.log(person);
	--------------------------------",30,,2020-07-28 20:33:28,systemUnknown
143,JavaScript,How to generate a random idCode,"- idCode will be something like this: `c06ec7c98afbc4d7a2f0` or `5fffae05dd793958a897`
	--------------------------------
	let people = [
		{
			""firstName"": ""James"",
			""lastName"": ""Cook"",
			""language"": ""English"",
		},
		{
			""firstName"": ""Wilfred"",
			""lastName"": ""Owen"",
			""language"": ""English"",
		},
		{
			""firstName"": ""Henry"",
			""lastName"": ""Hopkins"",
			""language"": ""English"",
		}
	]

	people = people.map(p => {
		p.idCode = require('crypto').randomBytes(10).toString('hex');
		return p;
	})

	console.log(people);
	--------------------------------",20,,2020-07-28 20:49:36,systemUnknown
144,JavaScript,How to create an object database as a class,"- note that the name of the key in the key/value is the unique idCode, e.g. `5c764c9b2f64254282dc`
	--------------------------------
	class Database {
		objects = {};
		addObject(obj) {
			const idCode = require('crypto').randomBytes(10).toString('hex');
			this.objects[idCode] = obj;
		}
		output() {
			return this.objects;
		}
	}

	const person = {
		itemType: 'persons',
		firstName: 'Karl',
		lastName: 'Popper'
	};

	const building = {
		itemType: 'buildings',
		name: 'hospital',
		city: 'London',
		yearBuild: 1971
	}

	const db = new Database();
	db.addObject(person);
	db.addObject(building);

	console.log(db.output());
	--------------------------------",30,,2020-07-28 21:17:09,systemUnknown
145,JavaScript,How to get a random item out of an array,"- note this produces a number from 0 to length-1 (for 1-length, add 1)
	--------------------------------
	const nums = [5,26,3,6,4,3,3];
	const num = nums[Math.floor(Math.random() * nums.length)];
	console.log(num);
	--------------------------------",5,$rank=4.83,2020-07-29 10:12:01,systemUnknown
146,JavaScript,How to left-pad zeros or other characters on numbers,"- note that `String()` is better practice than `.toString()`
	--------------------------------
	const nums = [245, 3, 7232, 82, 3, 0, 232];
	const padZeros = (num, digits = 5, pad = '0') => String(pad.repeat(digits) + num).slice(digits * -1);

	console.log(nums);

	console.log(nums.map(n => padZeros(n)));
	console.log(nums.map(n => padZeros(n, 10)));
	console.log(nums.map(n => padZeros(n, 10, '•')));
	--------------------------------",50,,2020-07-29 12:45:31,systemUnknown
147,JavaScript,Make NPM script for extensive git logging,"- run this with `run npm gg`
--------------------------------
""gg"" : ""git log --graph --decorate -30 --all --date-order --date=format:\""%Y-%m-%d %H:%M:%S\"" --pretty=format:\""%C(cyan)%h%Creset %C(black bold)%ad%Creset%C(auto)%d %s\"""",
--------------------------------",10,,2020-07-29 17:35:24,systemUnknown
148,angular,Set up a simple Angular site,"- `npm i -g @angular/cli`
- `ng new angularrxjs` which creates a directory at that point
	- accept default answers (2x)
- `cd angularrxjs`
- `ng serve`
- in browser: `http://localhost:4200`
- in `src\app\app.component.html`, search for and change ""Next Steps"" to ""Next Steps2"" and it is updated in the browser immediately",50,,2020-07-30 17:01:20,systemUnknown
149,Notepad++,Add autosave functionality,"- plugins
- manage
- search: `autosave` (not autosave2)
- [[Install]]
- Plugins > Autosave > Options
	- check: Notepad++ loses focus
	- check: interval = 1 minute
	- Unnamed files: ask for filename
- best to not have more tabs open then fit across the screen, otherwise they shift on save
- also useful: Plugins > Autosave > Create a copy of current file with timestamp",20,,2020-07-31 13:51:25,systemUnknown
150,Notepad++,How to use regex to search and replace with variables,"- copy in this text:
-----------------------------
1. 5 + 10 = 15

2. 21 + 3 = 24

3. 81 + 23 = 104
-----------------------------
- you want to convert these addition equations into minus equations
- CTRL-H to search and replace
- Search mode: Regular Expressions
- Search for: `(\d*) \+ (\d*) = (\d*)`
- Replace with: `$3 - $2 = $1`",50,,2020-07-31 17:35:22,systemUnknown
151,JavaScript,Use regex to replace only exact variable name but not that name within a word,"- note that only the variable name will be replaced
	--------------------------------
	const line = ""const name = name + '- (named)';""
	const regex = /\bname\b/gi;

	const newLine = line.replace(regex, 'lastName');

	console.log(newLine);
	--------------------------------",30,,2020-08-03 14:40:10,systemUnknown
152,JavaScript,Example of promise as standard database method to get information,"- Note that in order to send the parameter (id), you have to write the promise in a function:
	--------------------------------
	const getPerson = function (id) {
		return new Promise((resolve, reject) => {
			const errorOccurred = Math.floor(Math.random() * 2) + 1 == 1 ? true : false;
			if (errorOccurred) {
				reject(`Sorry, person not found with id ${id}.`);
			} else {
				const person = {
					id: id,
					firstName: 'Christiaan',
					lastName: 'Huygens'
				};
				setTimeout(() => {
					resolve(person);
				}, 1000);
			}
		});
	}

	getPerson(222).then((person) => {
		console.log(`We received ${person.firstName} ${person.lastName} (${person.id}).`);
	}).catch((message) => {
		console.log(`Error: ${message}`);
	});
	--------------------------------",100,,2020-08-04 13:03:48,systemUnknown
153,JavaScript,How to chain promises,"- Note that you can chain as many promises as you want by adding `.then()` blocks:
	--------------------------------
	const getPerson = function (id) {
		return new Promise((resolve, reject) => {
			const errorOccurred = Math.floor(Math.random() * 2) + 1 == 1 ? true : false;
			if (errorOccurred) {
				reject(`Sorry, person not found with id ${id}.`);
			} else {
				const person = {
					id: id,
					firstName: 'Christiaan',
					lastName: 'Huygens'
				};
				setTimeout(() => {
					resolve(person);
				}, 1000);
			}
		});
	}

	const changeId = function (id) {
		return new Promise((resolve, reject) => {
			setTimeout(() => {
				resolve(id + 1);
			}, 1000);
		});
	}

	getPerson(222).then((person) => {
		console.log(`We received ${person.firstName} ${person.lastName} (${person.id}).`);
		return person.id;
	}).then((id) => {
		changeId(id).then((newId) => {
			console.log(`Id was changed from ${id} to ${newId}.`);
		})
	}).catch((message) => {
		console.log(`Error: ${message}`);
	});
	--------------------------------",100,,2020-08-04 13:23:52,systemUnknown
154,JavaScript,How to use Promise.all() to handle multiple promises,"- Note that it seems to always process the promises in order:
	--------------------------------
	const getPerson = function (id) {
		return new Promise((resolve, reject) => {
			const errorOccurred = Math.floor(Math.random() * 11) + 1 == 1 ? true : false;
			const seconds = (Math.floor(Math.random() * 3) + 1) * 1000;
			console.log(seconds);
			if (errorOccurred) {
				reject(`Sorry, there was some problem and so nothing can be displayed.`);
			} else {
				let persons = {
					111: {
						id: 111,
						firstName: 'Christiaan',
						lastName: 'Huygens'
					},
					222: {
						id: 222,
						firstName: 'Augustus',
						lastName: 'Pugin'
					},
					333: {
						id: 333,
						firstName: 'George',
						lastName: 'Marshall'
					},
					444: {
						id: 444,
						firstName: 'Milton',
						lastName: 'Friedman'
					}
				};
				setTimeout(() => {
					resolve(persons[id]);
				}, seconds);
			}
		});
	}

	Promise.all([
		getPerson(111),
		getPerson(222),
		getPerson(333),
		getPerson(444)
	]).then((persons) => {
		persons.map((person) => {
			console.log(`We received ${person.firstName} ${person.lastName} (${person.id}).`);
		});
	}).catch((message) => {
		console.log(message);
	});
		--------------------------------",100,,2020-08-04 14:20:08,systemUnknown
155,JavaScript,How to use async/await instead of promises,"- Note that async/await can emulate the functionality of promises, including error handling
	--------------------------------
	const fs = require('fs');
	const { promisify } = require('util');
	const writeFile = promisify(fs.writeFile);
	const unlink = promisify(fs.unlink);
	const delay = (seconds) => new Promise((resolve, reject) => {
		const errorOccurred = Math.floor(Math.random() * 5) + 1 == 1 ? true : false;
		if (errorOccurred) {
			reject({
				entity: 'error',
				severity: 'severe',
				message: 'there was an error'
			});
		} else {
			setTimeout(() => {
				resolve('finished');
			}, seconds * 1000);
		}
	});

	(async () => {
		try {
			console.log('waiting 1 second');
			const message = await delay(1);
			console.log('The returned message was: ' + message);
			console.log('creating file');
			await writeFile('temp004.txt', 'testing');
			console.log('waiting 4 seconds before deleting');
			await delay(4);
			await unlink('temp004.txt');
			console.log('file deleted');
		}
		catch (e) {
			console.log('ERROR: ' + e.message);
		}
		finally {
			console.log('clean up in all cases');
		}
	})();
	--------------------------------",100,,2020-08-04 15:50:31,systemUnknown
156,JavaScript,How to use async/await in for-loop to access data from promise,"- Notice that each call is executed in order
	--------------------------------
	const getServer = (idCode) => {
		return new Promise((resolve, reject) => {
			const seconds = Math.floor(Math.random() * 4) + 1;
			setTimeout(() => {
				resolve({
					idCode: idCode,
					name: 'Server ' + idCode.toUpperCase(),
					seconds: seconds
				});
			}, seconds * 1000);
		});
	};

	const accessServers = async (serverIdCodes) => {
		let count = 0;
		for (const serverIdCode of serverIdCodes) {
			const server = await getServer(serverIdCode);
			count++;
			console.log(`Got server #${count} called ""${server.name}"" which took ${server.seconds} seconds.`);
		}
	};

	const serverIdCodes = ['internal003', 'internal002', 'external011'];
	accessServers(serverIdCodes);

	accessServers(['internal033', 'internal011', 'internal012', 'external141', 'external117']);
	--------------------------------",100,,2020-08-04 16:35:51,systemUnknown
157,Node,Method that recursively gets files from directory,"- note this allows you to specify directories you don't want to have search, and you can pass in a keyword to search
	--------------------------------
	var fs = require('fs');
	var path = require('path');
	var getFilesRecursive = function (dir, done, options = { excludeDirs: [], searchWord: null }) {
		var results = [];
		fs.readdir(dir, function (err, list) {
			if (err) return done(err);
			var i = 0;
			(function next() {
				var file = list[i++];
				if (!file) return done(null, results);
				file = path.resolve(dir, file);
				fs.stat(file, function (err, stat) {
					const numberOfFinds = options.excludeDirs.reduce((acc, excludeDir) => {
						if (file.endsWith(excludeDir)) {
							acc++;
						}
						return acc;
					}, 0);
					if (numberOfFinds == 0) {
						if (stat && stat.isDirectory()) {
							getFilesRecursive(file, function (err, res) {
								results = results.concat(res);
								next();
							}, options);
						} else {
							if (options.searchWord == null || (options.searchWord != null && file.toUpperCase().includes(options.searchWord.toUpperCase()))) {
								results.push(file);
							}
							next();
						}
					} else {
						next();
					}
				});
			})();
		});
	};

	getFilesRecursive('c:/edward/nwo', function (err, pathAndFileNames) {
		if (err) {
			console.log('sorry, there was a problem: ' + err);
		}
		pathAndFileNames.forEach(pathAndFileName => console.log(pathAndFileName));
	}, { excludeDirs: ['node_modules', '.git'], searchWord: 'config' });

	// OPTIONS:
	//console.dir(files, { 'maxArrayLength': null });
	//console.dir(files);
	//const fileItems = pathAndFileNames.map(pathAndFileName => ({ pathAndFileName: pathAndFileName, file: path.basename(pathAndFileName) }));
	//const fileItems = files.forEach(console.log(file));
	//}, { excludeDirs: ['node_modules', '.git'] });
	//}, { excludeDirs: ['node_modules', '.git'], searchWord: 'bs-' });
	--------------------------------",110,,2020-08-05 17:30:03,systemUnknown
158,Node,Create large JSON file with easy-and-fast access via ids,"- write.js
	--------------------------------
	const fs = require('fs');

	const servers = {
		""62732"": {
			name: 'External_83743',
			type: 'Linux',
			whenCreated: '2020-01-01',
			drives: 3
		},
		""893472"": {
			name: 'External_32333',
			type: 'Windows',
			whenCreated: '2020-04-01',
			drives: 2
		}
	};

	for (let x = 1; x <= 10000; x++) {
		servers[x] = {
			'type': 'test',
			'identifier': x
		}
	}

	fs.writeFile('servers.json', JSON.stringify(servers), err => {
		if (err) throw err;
		console.log('finished');
	});
	--------------------------------
- read.js
	---------------------------------
	const servers = require('./servers.json');

	console.log(servers[9755]);
	---------------------------------",50,,2020-08-05 17:30:03,systemUnknown
159,Node,How to access data from a JSON file synchonously and asychronously,"- note that in the asynchronous version, the data is the last to be displayed
	--------------------------------
	const fs = require('fs');
	const data = require('./data.json');

	// synchronous data access to JSON files
	console.log('--- before 1');
	console.log(data.name);
	console.log(data.server);
	console.log('--- after 1');

	// asynchronous data access to JSON files
	console.log('--- before 2');
	fs.readFile('./data.json', 'utf-8', (err, rawData) => {
		const data = JSON.parse(rawData);
		console.log(data.name);
	});
	console.log('--- after 2');
	--------------------------------
- data.json:
	-----------------------
	{
		""name"": ""Isaac"",
		""server"": {
			""name"": ""Apache"",
			""whenSetup"": ""2020-01-01"",
			""location"": ""external""
		}
	}
		-----------------------",40,,2020-08-05 17:30:47,systemUnknown
160,Node,"Datalayer to easily query a JSON file, including emulated join","- this is a small Node example of using `.map()`, `.reduce()`, `.filter()`, and `.find()` to query a JSON file of data
- note that `fetch_orders_for_employee` searches with a emulated join on two files `orders.json` and `employees.json`
- app.js
	--------------------------------
	const dpod = require('./dpod.js');

	const list = dpod.fetch_short_phone_list();
	const num = dpod.fetch_number_of_territories();
	const cities = dpod.fetch_city_list();
	const titles = dpod.fetch_field_list('title');
	const employee = dpod.fetch_employee_by_id(5);
	const notes = dpod.fetch_notes_by_keyword('1992');
	const orders = dpod.fetch_orders_for_employee(6);

	console.log(list);
	console.log(num);
	console.log(cities);
	console.log(titles);
	console.log(employee);
	console.log(notes);
	console.log(orders);
	console.log(orders.length);
	--------------------------------
- dpod.js
	----------------------------
	const fs = require('fs');
	const employees = require('./employees.json');
	const orders = require('./orders.json');
	const dpod = require('./dpod.js');

	exports.fetch_short_phone_list = () => {
		return employees.map(emp => ({ ""name"": `${emp.firstName} ${emp.lastName}`, ""city"": emp.address.city, ""phone"": emp.address.phone }));
	};

	exports.fetch_number_of_territories = () => {
		return employees.reduce((acc, emp) => {
			acc += emp.territoryIDs.length;
			return acc;
		}, 0);
	};

	exports.fetch_city_list = () => {
		return employees.map(emp => emp.address.city);
	};

	exports.fetch_field_list = (field) => {
		return employees.map(emp => emp[field]);
	};

	exports.fetch_employee_by_id = (id) => {
		return employees.find(emp => emp.employeeID == id);
	};

	exports.fetch_notes_by_keyword = (keyword) => {
		const emps = employees.filter(emp => emp.notes.includes(keyword));
		return emps.map(emp => ({ ""name"": `${emp.firstName} ${emp.lastName}`, ""notes"": emp.notes }));
	};

	exports.fetch_orders_for_employee = (empId) => {
		const empOrders = orders.filter(ord => ord.employeeID == empId);
		return empOrders.map(ord => {
			const emp = dpod.fetch_employee_by_id(ord.employeeID);
			return {
				id: ord.orderID, date: ord.orderDate.substr(0, 10), customer: ord.shipName,
				salesperson: `${emp.firstName} ${emp.lastName}`
			}
		});
	};
	----------------------------
- data files
	- for files `orders.json` and `employees.json`, copy data from here: https://github.com/graphql-compose/graphql-compose-examples/tree/master/examples/northwind/data/json",70,,2020-08-05 17:30:47,systemUnknown
161,Jekyll,How to set up a Jekyll site,"- make sure you have Ruby
	- `ruby -v`
	- if not, install Ruby
		- go to: https://rubyinstaller.org
		- [[Download]]
		- I downloaded `Ruby+Devkit 2.6.6-1 (x64)`
		- install it
		- make sure you run the `ridk install` step on the last stage of the installation wizard
		- exit command line, enter again, and `ruby -v`, it should be installed now
			- I got `Ruby 2.6.p146`
- install Jekyll
	- `gem install jekyll bundle` (5 minutes)
	- `jekyll -v`
		- I got `jekyll 4.1.1`
- create Jekyll site
	- goto you web directory, e.g. `webs`
	- `jekyll new jekyllsite`
	- open jekyllsite directory with VSCode
	- `git init`
	- `git status`
	- `git add *`
	- `git commit -m ""first commit""
	- `bundle lock --add-platform ruby`
	- `bundle lock --add-platform x86_64-linux`
- preview the site
	- `bundle exec jekyll serve`
	- site works at: http://127.0.0.1:4000
	- doesn't seem to update immediately, you have to refresh the browser
- add a theme
	- http://jekyllthemes.org
	- https://jekyllthemes.io
	- open file `Gemfile`
	- comment out `gem ""minima"", ""~> 2.5""`
	- add `gem ""jekyll-athena""`
	- in `_config.yml`
		- `theme: jekyll-athena`
	- at command line: `bundle`
	- `bundle exec jekyll serve`
- config changes:
	- `_config.yml`
		- change title
		- add: `destination: public`
		- stop server and start again: `bundle exec jekyll serve`
	- `.gitignore`
		- add: `public`
- add a post
	- add plugin to create posts
		- `Gemfile`
			add: `gem 'jekyll-compose', group: [:jekyll_plugins]`
		- command line: 
			- `bundle`
	- `bundle exec jekyll post ""Regarding future errors""`
- edit post
	- in the `_posts` directory, find your post 
	- add some text at the bottom
	- in the front matter:
		- `category: philosophy`
		- `tags: edward`
- make a new page
	- `bundle exec jekyll page ""Projects""`
	- add text below front matter
	- `bundle exec jekyll serve`
- .. adding content",50,,2020-08-06 00:08:04,systemUnknown
162,Notepad++,How to record a macro,"- keys you need should be in the top task bar here:##notepadmacrook
- move cursor to where you want to start, then press the red-dot button
- make a long macro, e.g. move cursor, delete characters, add, etc.
- then click stop
- then click the save icon, (last icon on right)
- add name and hotkey, [[CTRL-ALT-SHIFT-J]] works for me
- to edit macros, click in menu Macro and last entry: change shortcut",25,,2020-08-06 10:12:43,systemUnknown
163,JavaScript,Simple example of callback (shopping),"- note how each caller of the function with callback can individually process what the callback returned
	--------------------------------
	const shopping = (list, cbFound = null) => {
		let count = 0;
		list.forEach(item => {
			cbFound(item, ++count);
		})
		return `bought ${list.length} things`;
	}

	const message = shopping(['aaa', 'bbb', 'ccc', 'nnn'], (item, count) => {
		console.log(`${'*'.repeat(count)} they just found: ${item}`);
	});
	console.log(message);


	const message2 = shopping(['aaa', 'bbb', 'ccc', 'nnn'], (item, count) => {
		console.log(`.`);
	});
	console.log(message2);
	--------------------------------",50,,2020-08-10 10:55:55,systemUnknown
165,JavaScript,Simple example (shopping) of asynchronous function with multiple callbacks,"- note that you can have as many callbacks which send back information on various events during the process
	--------------------------------
	const goShopping = (list, cbItemReport, cbFinished, cbError) => {
		let count = 0;
		let numberFound = 0;

		const randomError = Math.floor(Math.random() * 3);
		if (randomError == 0) {
			cbError('Something went wrong, trip aborted.');
		} else {
			list.forEach(item => {
				const randomFound = Math.floor(Math.random() * 4);
				if (randomFound > 0) {
					cbItemReport(item, true, ++count);
					numberFound++;
				} else {
					cbItemReport(item, false, ++count);
				}
			})
			cbFinished(`Bought ${numberFound} things.`);
		}
	}

	const message = goShopping(['milk', 'eggs', 'sugar', 'bread'],
		(item, found, count) => {
			console.log(`Item #${count} ""${item}"" was ${found ? 'found' : 'not found'}.`);
		},
		(message) => {
			console.log(""Returned from shopping: "" + message);
		},
		(error) => {
			console.log(""ERROR: "" + error);
		});
	console.log(message);
	--------------------------------",70,,2020-08-10 11:43:17,systemUnknown
166,Express,Simple express site that reads a file about.html and outputs it to /about,"- note you need Babel for the ES6 module syntax, otherwise use Node/CommonJS syntax
- server.js
	--------------------------------
	import fs from 'fs';
	import config from './config';

	import express from 'express';
	const server = express();

	server.get('/', (req, res) => {
		res.send('on browser2 <a href=""about"">about</a>.');
	});
	server.get('/about', (req, res) => {
		fs.readFile('./about.html', (err, data) => {
			res.send(data.toString());
		});
	});

	server.listen(config.port, () => {
		console.log('Express listening on port', config.port);
	});
	--------------------------------
- config.js
	-------------------
	const env = process.env;

	export default {
		port: env.PORT || 3001
	};
	-------------------",40,,2020-08-11 14:47:08,systemUnknown
167,Node,Syntax for reading in ES6/Babel modules,"- `npm i -D babel-loader @babel/cli @babel/core @babel/preset-env @babel/preset-react @babel/plugin-proposal-class-properties @babel-node`
- `qstr.js`:
	---------------------
	export const putInBrackets = (message) => {
		return `[${message}]`;
	};
	---------------------
- `server.js`:
	----------------------
	import * as qstr from './qstr';

	console.log(qstr.putInBrackets('nnn'));
	----------------------
- `./node_modules/.bin/babel-node server.js`",30,,2020-08-11 15:16:46,systemUnknown
168,React,How to add emmet support to React files,"- [[CTRL-,]]
- click on **Extensions**
- scroll down and click on: **Edit in settings.json**
- add this:
	--------------------------------
	""emmet.includeLanguages"": {
		""javascript"": ""javascriptreact""
}
	--------------------------------",10,,2020-08-12 12:59:59,systemUnknown
170,Webpack,How to get Webpack to copy static files,"- `npm i -D copy-webpack-plugin`
- add to `webpack.config.js`
	- `const CopyWebpackPlugin = require('copy-webpack-plugin');`
	- add `new CopyWebpackPlugin` block to `plugins`:
		------------------------------
		new CopyWebpackPlugin(
			[
				{ from: 'src/html', to: '.' }
			]
		)
		------------------------------
	- note this will recursively copy all contents in `src/html` to your output directory (`.`) defined in `output`, in this case to `dist`:
		--------------------------
		output: {
			path: path.resolve(__dirname, 'dist'),
			filename: 'bundle.js'
		}
		--------------------------
	- then to run this, simply do:
		-----------------------
		""scripts"": {
			""dev"": ""webpack -wd"",
			""build"": ""webpack""
		}
		-----------------------",30,,2020-08-13 14:00:52,systemUnknown
171,React,How to enable SASS in a create-react-app site,"- it's very easy
- `npm i node-sass`
- rename `src\App.css` to `src\App.scss`
- in `src\App.js` change `import './App.css';` to `import './App.scss';`",30,,2020-08-14 21:01:33,systemUnknown
172,JavaScript,How to use the spread operator to count number of occurances of letters in a word,"- notice that the `...acc` keeps passing the ""spread"" contents of the array to the next reduce step:
	--------------------------------
	const countOccurances = arr =>
		arr.reduce((acc, str) => ({
			...acc,
			[str]: acc[str] ? acc[str] + 1 : 1
		}), {});

	const sentence = ""Let's assume you want to create a new object with a different name and website, but the same occupation and age."";
	const letterArray = sentence.split('');
	const letterCount = countOccurances(letterArray);
	console.log(letterCount); // unsorted object parameters

	const sortable = [];
	for(const key in letterCount) {
		sortable.push([key, letterCount[key]]);
	}
	sortable.sort((a,b) => b[1] - a[1]);
	console.log(sortable);
	--------------------------------",50,,2020-08-17 11:24:19,systemUnknown
173,JavaScript,"How to use the spread operator create a new object from another object, overwriting some of the properties","- note that the two properties are overwritten:
	--------------------------------
	const oldPerson = {
		firstName: ""Jim"",
		lastName: ""Thompson"",
		department: 52,
		accessLevel: ""high""
	}

	const newPerson = {
		...oldPerson,
		firstName: ""Lisa"",
		lastName: ""Anderson""
	}

	console.log(newPerson);
	--------------------------------",20,,2020-08-17 11:34:32,systemUnknown
