id,genericTermIdCode,title,body,extras,systemWhenCreated,systemWhoCreated
107,Programming Language,Eiffel,"- created in 1986 by Betrand Meyer
	- a **French** academic, author, and consultant in the field of computer languages
- object-oriented programming language 
- goal of increasing the reliability of commercial software development
- has distinct principles
	- design by contract
	- command–query separation
	- the uniform-access principle
	- the single-choice principle
	- the open–closed principle
	- option–operand separation
- many of the concepts found their way into **Java and C#**
- class serves as the basic unit of decomposition",$rank=0.4; $quick=a 1980s language that influenced Java and C#; $todo=just know about this language,2019-06-20 12:48:47,systemUnknown
109,Programming Language,F#,"- 2005 created
- a strongly typed functional-first language that uses type inference
- you do not need to declare types, the compiler deduces types during compilation
- every statement, including `if` expressions, `try` expressions and loops, is a composable expression with a static type",$idCode=fsharp; $rank=3.4; $quick=a lesser-known .NET functional language; $todo=learn if you are doing algorithmic programming difficult in C#,2019-06-20 13:47:41,systemUnknown
110,Programming Language,Groovy,"- 2007 appeared
- developed since 2003
- a Java-syntax-compatible object-oriented programming language for the Java platform
- 2015 became a top-level **Apache project**
- most valid Java files are also valid Groovy files","$rank=0.7; $quick=a Java-like language with dynamic typing (not good); $todo=if you use Java, you might want to familiarize yourself with Groovy",2019-06-20 13:57:49,systemUnknown
111,Programming Language,Miranda,"- 1985 created
- a purely functional programming language 
- designed by David Turner as a successor to his earlier programming languages SASL and KRC, using some concepts from ML and Hope
- produced by Research Software Ltd. of England and was the first purely functional language to be commercially supported
- had a strong influence on the later Haskell programming language",$rank=0.2; $quick=an almost unknown language from the 1980s that influenced Haskell; $todo=you don't need to know this language,2019-06-20 14:15:12,systemUnknown
112,Programming Language,Haskell,"- 1990 released
- functional language
- the latest standard of Haskell is Haskell 2010
- as of May 2016, the Haskell committee is working on the next standard, Haskell 2020
- widely used in academia and industry
- **Purescript** has Haskell syntax",$rank=0.8; $quick=an old language used mostly in academics; $todo=you might want to learn this if you study computer science,2019-06-20 14:15:27,systemUnknown
113,Programming Language,R,"- 1993 created by Ross Ihaka and Robert Gentleman at the University of Auckland, New Zealand
- widely used among statisticians and data miners for developing statistical software and data analysis
- supported by the R Foundation for Statistical Computing
- the R software environment is written primarily in C, Fortran and R itself
- although R has a command line interface, there are several graphical user interfaces, such as RStudio, an integrated development environment
- R is an interpreted language and users typically access it through a command-line interpreter",$rank=0.9; $quick=a popular language for statistical analysis; $todo=you only need to learn this if you get into pure statistical programming,2019-06-20 14:38:02,systemUnknown
114,Programming Language,S,"- 1976 released 
- one of several statistical computing languages that were designed at Bell Laboratories
- before S, much of the statistical computing was done by directly calling Fortran subroutines
- S was designed to offer an alternate and more interactive approach",$rank=0.3; $quick=a 1970s statistical language; $todo=know of this language in a historical sense,2019-06-20 14:38:02,systemUnknown
116,Programming Language,Scheme,"- 1975 released
- created during the early 1970s at the MIT AI Lab 
- primarily a functional programming language
- Scheme's simple syntax is based on s-expressions, parenthesized lists in which a prefix operator is followed by its arguments
- its reliance on lists as data structures is shared by all Lisp dialects
- one of the three main dialects of Lisp, alongside Common Lisp and Clojure",$rank=0.4; $quick=a derivative of the Lisp language created in the 1970s; $todo=just know about Scheme in a historical sense,2019-06-20 14:41:53,systemUnknown
117,Programming Language,ReasonML,"- 2016 created
- it is written ""ReasonML"" but when talking, one says ""Reason""
- a syntax extension and toolchain for OCaml created by Jordan Walke at Facebook
- offers a syntax familiar to JavaScript programmers, and transpiles to OCaml
- **it compiles to JavaScript**
- ""ReasonML takes the advantages of both OCaml and JavaScript and can compile to both languages.""
- ReasonML isn't a new language, it's a new syntax for OCaml.
- it is a new C-like syntax for the programming language OCaml
	- new syntax is intended to make interoperation with JavaScript and adoption by JavaScript programmers easier
	- it removes idiosyncrasies of OCaml's syntax
- ReasonML is based on OCaml
- ReasonML's default compilation target is JavaScript (browsers and Node.js)
- ""ReasonML feels much like what you'd get if you cleaned up JavaScript and turned it into a statically typed functional programming language.""
- free online book: [Exploring ReasonML](http://reasonmlhub.com/exploring-reasonml/toc.html)
- ReasonML brings the strong typing and functional style of OCaml to the web in a syntax that’s familiar to JavaScript developers.
- You write your code in ReasonML, the reformat parser converts it to OCaml AST (abstract syntax), from which the BuckleScript compiler produces JavaScript",$rank=3.2;$idCode=reasonml; $quick=a TypeScript-like extension to the functional programming language OCaml; $todo=not necessary to learn but would be interesting to explore,2019-06-20 15:34:47,systemUnknown
118,Programming Language,Ruby,"- created 1995
- designed and developed by Yukihiro ""Matz"" Matsumoto in Japan
- dynamically typed and garbage-collected
- influenced by Perl, Smalltalk, Eiffel, Ada, and Lisp
- Matsumoto on the creation of Ruby: ""I was talking with my colleague about the possibility of an object-oriented scripting language. I knew Perl (Perl4, not Perl5), but I didn't like it really, because it had the smell of a toy language (it still has). The object-oriented language seemed very promising. I knew Python then. But I didn't like it, because I didn't think it was a true object-oriented language – OO features appeared to be add-on to the language. As a language maniac and OO fan for 15 years, I really wanted a genuine object-oriented, easy-to-use scripting language. I looked for but couldn't find one. So I decided to make it.""
- Ruby is object-oriented: **every value is an object**, including classes and instances of types that many other languages designate as primitives (such as integers, booleans, and ""null"")
- variables always hold references to objects
- every function is a method and methods are always called on an object
- RubyGems is Ruby's package manager
- **Bundler** provides a consistent environment for Ruby projects by tracking and installing the exact gems and versions that are needed
	- similar to Node's npm or PHP's Composer","$rank=3.8; $quick=a strictly object-oriented language; $todo=worth learning, especially with Ruby on Rails",2019-06-20 15:47:39,systemUnknown
119,Programming Language,Scala,"- started in 2001 by **Martin Odersky**
	- der Entwickler von *javac*
	- got his Ph.D. at ETH Zurich under the supervision of Niklaus Wirth (Swiss computer scientist who designed Pascal)
	- idea for Scala was mainly academic
	- more practical than Haskell or Clojure
- released in 2004 
	- at École Polytechnique Fédérale de Lausanne
- combines the best of both worlds: OOP and functional programming
	- it is primarily object-oriented but incorporates functional paradigms
	- sehr reactive applications
		- this means non-blocking
- compared to other languages that run on the JVM
	- Groovy
		- is also functional and object-oriented
		- but not strongly typed (bad)
- common editor is IntelliJ IDEA
- scala.js
	- Scala compiled to ES6
- Scala Native
	- goal is to start without a runtime
	- compiled with LLVM (low level virtual machine)
	- but is only experimental
- can access all libraries that Java can access
	- but also has 3000+ libraries which are only for Scala
		- e.g. Spark
- associated with the company Typesafe
- Akka is written in Scala
	- Akka is a free and open-source toolkit and runtime simplifying the construction of concurrent and distributed applications on the JVM. Akka supports multiple programming models for concurrency, but it emphasizes actor-based concurrency, with inspiration drawn from Erlang.
	- Language bindings exist for both Java and Scala. Akka is written in Scala and, as of Scala 2.10, the actors in the Scala standard library are deprecated in favor of Akka.
- runs on JVM
	- compatible with existing Java programs
- both functional and object-oriented
- everything in Scala is an **object**
	- **does not include primitive data types such as int, double, boolean**
	- even functions are objects
	- you can pass functions to methods and return them from methods
	- you can assign functions to variables
	- supports anonymous functions, or lambdas
- supports currying
- statically typed
- Java code can also call into Scala code
- Scala takes a more minimalistic approach than Java.
- designed to be concise, many of Scala's design decisions aimed to address criticisms of Java
- Scala source code is intended to be **compiled to Java bytecode**, so that the resulting executable code runs on a Java virtual machine. 
- Scala is **influenced by Lisp**, but it isn't a dialect
- Scala has become popular because of Apache Spark
	- Spark 0.9.1 uses Scala 2.10.",$rank=2.1; $quick=a Java-like language with more functional features; $todo=may be interesting if you do intensive Java programming,2019-06-20 16:04:00,systemUnknown
120,Programming Language,Simula,"- created 1962
	- at the Norwegian Computing Center in Oslo
- considered the first object-oriented programming language
- introduced objects, classes, inheritance, subclasses, and garbage collection
- as the name suggests, was designed for doing simulations
- influence of Simula is often understated, and Simula-type objects are reimplemented in C++, Object Pascal, Java, C# and several other languages",$rank=0.4; $quick=the first object-oriented language created in 1962 in Oslo; $todo=know that Simula and Smalltalk are the first two object-oriented languages,2019-06-20 16:35:40,systemUnknown
121,Programming Language,Smalltalk,"- create in 1972
	- in part for educational use at the Learning Research Group of Xerox PARC
- Smalltalk-like languages are in continuing active development and have gathered loyal communities of users around them, ANSI Smalltalk was ratified in 1998 and represents the standard version of Smalltalk","$rank=0.4; $quick=an educational, object-oriented language created in the 1970s that influenced Ruby and Objective-C; $todo=people talk about it a lot as a theoretically ideal language, but nobody uses it",2019-06-20 16:35:40,systemUnknown
122,Programming Language,Transact-SQL,"- created for Microsoft SQL Server in early 1990s
- also known as T-SQL
- is central to using Microsoft SQL Server
- expands on the SQL standard to include procedural programming, local variables, various support functions for string processing, date processing, mathematics, etc. and changes to the DELETE and UPDATE statements",$idCode=tsql;$rank=3.5; $quick=the language used in Microsoft SQL Server; $todo=learn this if you do .NET development,2019-06-20 16:44:20,systemUnknown
123,Programming Language,Bash,"- released in 1989
- a command language widely distributed today as the default login shell for most Unix and Linux distribution, as well as Apple's macOS and Solaris 11
- a version is also available for Windows
- Bash is a command processor that typically runs in a text window where the user types commands that cause actions
 it can also read and execute commands from a file, called a shell script
- it supports wildcard matching, piping, here documents, command substitution, variables, and control structures for condition-testing and iteration
- Bash has become by far the most popular shell among users of Linux","$rank=3.8; $quick=the default command language script on Linux, macOS and UNIX; $todo=worth learning if you work on Linux or Mac",2019-06-21 12:46:55,systemUnknown
124,Programming Language,Visual Basic,"- 1991 created
- relatively easy to learn and use
- was derived from BASIC and enabled rapid application development of graphical user interface applications and access to databases
- over time the community of programmers developed third-party components
- 1998 final release as version 6
- 2008 declared legacy
- a dialect of Visual Basic, Visual Basic for Applications (VBA), is used as a macro or scripting language particularly within Excel",$idCode=visualbasic;$rank=0.5; $quick=the standard way to develop windows applications in the 1990s; $todo=don't learn this,2019-06-21 14:04:29,systemUnknown
125,Programming Language,Visual Basic .NET,"- 2001 released
- the successor to its original Visual Basic language, i.e. Visual Basic 6.0 from the 1990s
- the primary .NET language is C#, and the only reason you would use Visual Basic .NET, which has the same functionality as C# if not less, is that you are used to the syntax of Visual Basic 6.0 and don't want to learn C#
	- the language was created in addition to C# to attract Visual Basic 6.0 programers to the .NET platform","$idCode=visualbasicnet;$rank=0.65; $quick=.NET language created to attract Visual Studio 6.0 programmers from the 1990s; $todo=you don't need to learn this, learn C# instead to program on .NET",2019-06-21 15:02:14,systemUnknown
126,Programming Language,Common Lisp,"- 1984 developed
- Common Lisp is not an implementation, but rather a language specification
- a dialect of the Lisp programming language
- Common Lisp sought to unify, standardize, and extend the features of other Lisp dialects
- influenced Clojure",$idCode=commonlisp;$rank=0.63; $quick=a language specification derived from lisp that inspired Clojure; $todo=just know that it exists,2019-06-21 15:24:15,systemUnknown
127,Programming Language,XSLT,"- 1998 created
- a language for transforming XML documents into other XML documents
- XSLT is influenced by functional languages
- the XSLT processor takes one or more XML source documents, plus one or more XSLT stylesheets, and processes them to produce an output document
- in contrast to imperative programming languages like C, XSLT is declarative
	- the basic processing paradigm is pattern matching","$rank=2.2; $quick=a language for transforming XML documents into other XML documents; $todo=learn this at some point, useful when working with XML",2019-06-21 15:33:22,systemUnknown
128,Programming Language,Clojure,"- create 2007 by Rich Hickey
- [CLOH-zhur]
- a modern, dynamic, and **functional dialect of Lisp** on the Java platform
- focus on programming with immutable values and explicit progression-of-time constructs is intended to facilitate developing more robust programs, especially multithreaded ones
- while its type system is entirely dynamic, recent efforts have also sought the implementation of gradual typing
- Rich Hickey as its benevolent dictator for life (BDFL)",$rank=1.15; $quick=dialect of Lisp for the Java platform; $todo=learn this if you want to get into Lisp and functional programming,2019-06-21 15:45:24,systemUnknown
129,JavaScript package manager,Yarn,"- developed  **2016 by Facebook**
- compatible with the public npm registry and **uses npm by default**
- designed to address some of the shortcomings of npm at the time","$rank=3.1; $quick=a replacement for npm; $todo=learn npm first which is more standard, and perhaps later learn Yarn",2019-07-11 15:46:50,systemUnknown
130,web application framework ,Ruby on Rails,"- 2005 created
- uses the MVC pattern, as well as convention over configuration (CoC), don't repeat yourself (DRY), and the active record pattern
- greatly influenced web app development through innovative features such as seamless database table creations, migrations, and scaffolding of views to enable rapid application development
- **influenced Django, CakePHP, Laravel, and Sails.js**
- David Heinemeier Hansson (Danish programmer) extracted Ruby on Rails from his work on the project management tool Basecamp at the web application company also called Basecamp, in 2007, the framework reached a milestone when Apple released Ruby on Rails with Mac OS X v10.5 Leopard",$rank=4.0; $quick=an older web application framework with solid paradigms worth learning; $todo=try to do a project in Ruby on Rails at some point,2019-07-12 10:15:05,systemUnknown
131,MVC web application framework,Sails.js,"- 2012 created
- web application framework developed atop the **Node.js and Express.js**
- borrows concepts from **Ruby on Rails**
- provides **ORM interface** using Waterline.js (inherits the best parts of ORMs like ActiveRecord, Hibernate, and Mongoose)
	- enables a uniform API regardless of the underlying database being used
- offers a host of features out of the box and leads as the generally accepted Node.js framework for both full-stack development and REST APIs",$rank=3.2; $quick=solid MVC web application framework for Node.js; $todo=try it out at some point,2019-07-12 10:28:19,systemUnknown
132,Python-based web framework,Django,"- 2005 created
- web framework that uses Python
- follows the model-template-view (MTV) pattern
- used to create complex, database-driven websites
- Python is used throughout, even for settings files and data models
- **Instagram** apparently uses Django: [Instagram Makes a Smooth Move to Python 3](https://thenewstack.io/instagram-makes-smooth-move-python-3)
	- ""Instagram serves this incredible amount of traffic, reliably and steadily so, by running Python (with a little help from Django) under the hood""
- the version control hosting service **Bitbucket** was created with Django",$rank=3.1; $quick=Python-based web framework; $todo=would be a good way to learn Python,2019-07-12 10:36:23,systemUnknown
133,static type checker for JavaScript,Flow,"- 2014 developed at Facebook and is often used with React
- static type checker for JavaScript code
- lets you annotate the variables, functions, and React components with a special type syntax, and catch mistakes early
- in 2017, Facebook announced that it would re-license Flow, Jest, React, and Immutable.js under a standard MIT License	
- **Flow is being replaced by TypeScript**",$rank=2.9; $quick=static type checker for JavaScript; $todo=look into this if you develop in React,2019-07-12 11:06:11,systemUnknown
134,functional language,Erlang,"- 1986 created
- has garbage collection
- has immutable data
- main strength is support for concurrency
	- the ability of different parts or units of a program, algorithm, or problem to be executed out-of-order or in partial order, without affecting the final outcome",$rank=0.4; $quick=a little-known functional language from the 1980s; $todo=just know that it exists,2019-07-12 11:35:48,systemUnknown
135,functional programming language,Elixir,"- 2011 created
- a functional, concurrent, general-purpose programming language that runs on the Erlang (1986) virtual machine
- was built to enable **higher extensibility and productivity in the Erlang VM** while keeping compatibility with Erlang's ecosystem
- builds on top of Erlang and shares the same abstractions for building distributed, fault-tolerant applications
- ""Users send hundreds of messages per minute, now what? You could learn Elixir and Erlang, but is that really where you want your career to go? Or you could try Kafka or Hadoop, tools designed for big data.""",$rank=0.5; $quick=a little-known functional programming language that improves on Erlang; $todo=know that it exists,2019-07-12 11:35:51,systemUnknown
136,bug-tracking software,Jira,"- 2002 launched
- issue-tracking product developed by Atlassian that allows bug tracking and agile project management
- quite popular in Berlin software companies
- license states ""free for use by official non-profit organizations, charities, and open-source projects, but not governmental, academic or religious organizations""","$rank=2.1; $quick=popular bug-tracking software; $todo=know about this, it is often used in projects",2019-07-19 10:07:20,systemUnknown
137,operating system virtualization solution,virtual machine,"- a virtual machine is a software emulation of an computer operating system
- the following are the main applications which allow you to create virtual machines
	- Hyper-V
		- since 2008 from Microsoft
		- replaced Microsoft Virtual PC as the virtualization solution in Windows 10 onwards
	- VirtualBox
		- since 2007 from Oracle
	- VMWare Server
		- 2006-2010 from WMWare
			- was discontinued in 2010 but can still be downloaded
		- VMWare makes it more difficult to use for free than Hyper-V or VirtualBox, but VMWare is a leader in the industry as a paid solution
	- Parallels Desktop 
		- since 2006 from Apple
		- the virtualization software for macOS
	- KVM
		- runs on Linux
		- (Kernel-based Virtual Machine)
		- released 2007","$rank=3.1; $quick=a way to run a full operating system as a piece of software; $todo=definitely learn how to use the Hyper-V, VirtualBox or VMWare",2019-07-19 10:59:04,systemUnknown
138,software virtualization solution,Docker,"- 2013 launched bu Solomon Hykes
- a set of coupled software-as-a-service and platform-as-a-service products that use operating-system-level virtualization to develop and deliver software in packages called containers
- the software that hosts the containers is called Docker Engine
- containers are isolated from each other and bundle their own software, libraries and configuration files
	- they can communicate with each other through well-defined channels
- containers are run by a single operating-system kernel and are thus **more lightweight than virtual machines**
- Solomon Hykes started Docker in France as an internal project within dotCloud
	- Solomon Hykes est né à New York d'un père américain et d'une mère franco-canadienne
	- le 28 mars 2018, Solomon Hykes annonce officiellement qu'il quitte son poste de CEO7 mais se maintient au conseil d'administration de l'entreprise valorisée 1,3 milliard de dollars
- A good [getting started tutorial on Docker](https://docker-curriculum.com)
	- allows users to package an application with all of its dependencies into a standardized unit
- ??terry: what have you done so far with docker?
- containers do not have high overhead and hence enable more efficient usage of the underlying system and resources
	- containers provide most of the isolation of virtual machines at a fraction of the computing power
	- containers give developers the ability to create predictable environments that are isolated from the rest of the applications and can be run anywhere
- Will Stern: Docker rules and runs the DevOp world",$rank=4.5; $quick=a software virtualization solution that allows each application to run in a separate container; $todo=definitely learn this,2019-07-19 10:59:04,systemUnknown
139,build automation tool,Jenkins,"- 2005 began as a project
- 2011 released under the name Jenkins
- helps to automate the software development process
- has hundreds of available plugins, enabling it to support building, deploying and automating any project
- supports version control tools, including CVS, Subversion, Git, Mercurial, and can execute Apache Ant and Apache Maven as well as arbitrary shell scripts and Windows batch commands",$rank=3.3; $quick=a very popular build automation tool used in companies; $todo=be familiar with it,2019-07-19 12:52:29,systemUnknown
140,software lifecycle and build tool,GitLab,"- 2011 launched
- a web-based DevOps lifecycle tool that provides a Git-repository manager providing wiki, issue-tracking and CI/CD (continuous integration and continuous delivery) pipeline
	- or ""web-based code management and CI/CD system""
- core is free and open-source but there are commercial options
- initially focused on code management
- Git tracks changes, not files.
	- this makes Git faster than other source control software
- covers all stages of the DevOps lifecycle for Product, Development, QA, Security, and Operations teams to work concurrently on the same project
- code was originally written in Ruby, with some parts later rewritten in Go
	- the current technology stack includes Go, Ruby on Rails and Vue.js
- MIT License
- GitLab doesn't have AWS integration. 
- it has very good integration with Kubernetes, but it doesn't have good integration with, for example, AWS",$rank=3.8; $quick=a popular tool to organize the lifecyle of software development; $todo=learn this at some point,2019-07-19 12:52:29,systemUnknown
141,markup language,XML,"- 1998, initially defined
- XML = eXtensible Markup Language
- a markup language which focuses on structuring documents, although the language is widely used for the representation of arbitrary data structures such as those used in web services
- there are many popular schemas which prescribe how specific kinds of XML documents are allowed to be formatted for information storage and exchange
	- RSS - format for news aggregator
	- XAML - Microsoft's Extensible Application Markup Language
	- MathML - Mathematical Markup Language
	- SVG - Scalable Vector Graphics
	- OpenDocument (ODF) - a document file format used for describing electronic documents
	- SOAP - a protocol for exchanging XML-based messages over computer networks
	- SMIL - Synchronized Multimedia Integration Language describes multimedia presentations
	- ebXML - a collection of Electronic Business specifications
	- VoiceXML - format for specifying interactive voice dialogues between a human and a computer
	- XHTML - a markup language that has the same depth of expression as HTML, but with a syntax conforming to XML",$rank=4.3; $quick=markup language for defining and transmitting data and documents; $todo=learn XML well,2019-07-19 13:32:17,systemUnknown
142,open-standard file format,JSON,"- early 2000s, Douglas Crockford specified the JSON format
- an open-standard file format that uses human-readable text to transmit data objects consisting of attribute–value pairs and array data types
- JSON = JavaScript Object Notation
- a common data format used for asynchronous browser–server communication, including as a replacement for XML 
- grew out of a need for stateless, real-time server-to-browser communication protocol without using browser plugins such as Flash or Java applets, the dominant methods used in the early 2000s","$rank=4.3; $quick=a popular standard for storing and transmitting information and data objects, particularly in JavaScript; $todo=easy to learn and important",2019-07-19 13:32:17,systemUnknown
143,module bundler for JavaScript,Rollup,"- created **2014**
- compiles small pieces of code into something larger and more complex, such as a library or application
- it uses the new standardized format for code modules included in the ES6 revision of JavaScript, instead of previous idiosyncratic solutions such as CommonJS and AMD
- the ES6 revision of JavaScript included a syntax for importing and exporting functions and data so they can be shared between separate scripts
	- the specification is now fixed, but it is only implemented in modern browsers and not finalised in Node.js
	- Rollup allows you to write your code using the new module system, and will then compile it back down to existing supported formats such as CommonJS modules, AMD modules, and IIFE-style scripts
	- this means that you get to write future-proof code, and you also get the tremendous benefits of
- in addition to enabling the use of ES modules, Rollup also statically analyzes the code you are importing, and will exclude anything that isn't actually used","$rank=3.5; $quick=the second most popular module bundler for JavaScript; $todo=learn the more popular Webpack first, then Rollup",2019-07-19 14:03:22,systemUnknown
144,version control hosting service,Bitbucket,"- 2008 launched (same year as Github)
- hosts development projects that use Mercurial (since launch) or Git (since 2011)
- 2010 acquired by Atlassian who also owns the bug-tracking software Jira 
- is written in Python using the Django web framework","$rank=2.9; $quick=the second most popular version control hosting service; $todo=learn GitHub first, then Bitbucket",2019-07-19 14:33:59,systemUnknown
145,version control hosting service,Github,"- 2008 created
- 2018 bought by Microsoft
- the largest host of source code in the world
- provides hosting for software development version control using Git
- offers all of the distributed version control and source code management functionality of Git as well as adding its own features
- developed using Ruby on Rails using Ruby and Erlang","$rank=4.5; $quick=the standard place to store, publish, and share code projects on the web; $todo=learn this wells",2019-07-19 14:33:59,systemUnknown
146,graph database,neo4j,"- 2007 created
- a **NoSQL, graph database management system**
- an **ACID-compliant** transactional database with native graph storage and processing
- the most popular graph database
- **implemented in Java** and accessible from software written in other languages using the Cypher Query Language through a transactional HTTP endpoint
	- the ""j"" stands for Java
- can be installed on **Windows, Linux, and Unix**
- comes with web browser utility tool to provide data visualization 
- supports the development environments of **.NET, Java, PHP, Python, and Ruby**
- what is a graph database
	- a database that uses graph structures for semantic queries with nodes, edges, and properties to represent and store data
		- edges represent relationships between the nodes
	- graph databases are part of NoSQL databases
	- they store knowledge graphs
	- **employs nodes, properties, and edges**
		- nodes: instances such as people, businesses, accounts
		- properties: information about the nodes
		- edges: lines that connect nodes to other nodes representing the relationship between them
	- allow simple and fast retrieval[citation needed] of complex hierarchical structures that are difficult to model in relational systems
	- retrieving data from a graph database **requires a query language other than SQL**, which was designed for the manipulation of data in a relational system and therefore cannot “elegantly” handle traversing a graph
	- graph databases are typically maintained by highly qualified data engineers or Semantic Web experts
	- the reason behind such imminent rise of graph databases is to map the hierarchical and complex relationships of the data structures with fast data analytics
- five types of graphs
	- **social graph**: connections between people
	- **intent graph**: reasoning and motivation
	- **consumption graph**: tracks the consumption or payment of individual customers
	- **interest graph**: maps a person's interests and is often complemented by a social graph
	- **mobile graph**: tracks users motions and locations
- ""I like it and hate it. I hate it because we have to build these ugly dynamic queries in C# that I feel are very brittle. It leaves me longing for SQL Server stored procedures.""",$rank=2.1; $quick=a special type of NoSQL database; $todo=you don't need to know this unless you use it in a project,2019-07-30 13:15:48,systemUnknown
147,hardware security standard,TPM,"- **Trusted Platform Module**
- 2011 TPM 1.2
- 2016 TMP 2.0
- a TPM is a chip embedded into the motherboard
- often referred to as a **TPM security chip**
- it creates a nearly unforgeable hash key summary of the hardware and software configuration
- computer programs can use a TPM to **authenticate hardware devices**
- ensures thatthe boot process starts from a trusted combination of hardware and software
- full disk encryption utilities, such as **dm-crypt and BitLocker**, can use this technology to protect the keys used to encrypt the computer's storage devices
- starting in 2006, many new laptops have been sold with a built-in TPM chip",$kind=sysadmin; $rank=0.5; $quick=international standard to secure hardware; $todo=know about it,2019-07-31 14:18:57,systemUnknown
148,encryption feature,Bitlocker,"- 2007 released
- **Microsoft** technology
- a full volume encryption feature included **since Windows 7 / Windows Server 2008**
- protects data by providing **encryption for entire volumes**
- when enabled, TPM and BitLocker can ensure the integrity of the trusted boot path (BIOS and boot sector), in order to prevent most offline physical attacks and boot sector malware",$kind=sysadmin; $rank=1.1; $quick=a Microsoft encryption feature; $todo=know about this,2019-07-31 14:41:15,systemUnknown
149,Internet connection,VDSL,"- Very high speed digital subscriber line
- 52 Mbit/s downstream and 16 Mbit/s upstream
- capable of supporting applications such as high-definition television, VoIP, and general Internet access over a single connection
- Deutsche Telekom initially started VDSL2 deployment in **late 2006**, with VDSL2 offered in the 12 largest cities in Germany, by 2007 residents in over 50 cities had access to VDSL2
- VDSL2 can reach theoretic downstream and upstream data rates of up to 200 Mbps at its source",$kind=sysadmin; $rank=1.2; $quick=a kind of fast Internet connection; $todo=know about this,2019-07-31 14:54:31,systemUnknown
150,data storage,NAS,"- **Network Attached Storage**
- a file-level computer data storage server connected to a computer network providing data access to a heterogeneous group of clients
- is often manufactured as a computer appliance – a purpose-built specialized computer
- contains **one or more storage drives** often arranged into logical, redundant storage containers or RAID
- a convenient method of **sharing files among multiple computers**
- a NAS is usually not designed to be a general-purpose server
- when you search for a NAS-drive online, the market is dominated by **Synology and QNAP** mainly
	- both Synology and QNAP units will arrive with their own desktop user interface packed in a proprietary operating system
	- you can still access a NAS device the traditional way (as a network drive) and through an IP address – from a Windows, MAC or Linux","$kind=sysadmin; $rank=2.2; $quick=file-based data storage server; $todo=know about this, set one up if you can",2019-07-31 15:10:28,systemUnknown
151,IP remapping method,NAT,"- Network Address Translation
- a method of remapping one IP address space into another by modifying network address information in the IP header of packets while they are in transit across a traffic routing device
- it has become a popular and essential tool in conserving global address space in the face of IPv4 address exhaustion
- allows many devices on a private network to share a single gateway to the internet
	- all of those devices will have the same public IP address—that of the gateway—and unique private IP addresses
	- e.g. all of the devices connected to a NAT-enabled wifi router have different private IP addresses, but share the router’s public IP address
- the router tracks basic data about each active connection (particularly the destination address and port), when a reply returns to the router, it uses the connection tracking data it stored during the outbound phase to determine the private address on the internal network to which to forward the reply
- **IP masquerading**: Computers and servers on the internet can only see the public IP address of the router and none of the private IP addresses of specific devices, like phones, laptops, smart TVs, internet-of-things devices, and game consoles
- not everyone agrees that NAT firewalls and VPNs are a good combination",$kind=sysadmin; $rank=1.7; $quick=a way to remap private IP addresses and expose them as one IP address to the Internet; $todo=know about this,2019-07-31 15:22:06,systemUnknown
152,subnetwork,DMZ,"- stands for demilitarized zone
- a physical or logical subnetwork that contains and exposes an organization's external-facing services to an untrusted network, usually a larger network such as the Internet
- an external network node can access only what is exposed in the DMZ, while the rest of the organization's network is firewalled
- a small, isolated network positioned between the Internet and the private network
- allows the organization extra time to detect and address breaches before they would further penetrate into the internal networks
- hosts in the DMZ are permitted to have only limited connectivity to specific hosts in the internal network, as the content of DMZ is not as secure as the internal network",$kind=sysadmin; $rank=1.1; $quick=subnetwork that contains and exposes an organization's external-facing services to an untrusted network; $todo=know about this,2019-08-01 09:15:24,systemUnknown
153,distributed processing system,Hadoop,"- created **2006**
- Apache Hadoop
- got its start as a **Yahoo** project
- a collection of open-source software utilities that facilitate **using a network of many computers** to solve problems involving **massive amounts of data** and computation
- consists of a storage part, known as Hadoop Distributed File System (HDFS), and a processing part which is a MapReduce programming model
- **peaked about 2016**, then lost popularity",$rank=0.5; $quick=a general-purpose form of distributed processing; $todo=just know about this,2019-08-05 15:44:28,systemUnknown
154,game engine,Unity,"- 2005, developed
- a cross-platform game engine
- around 2008, the engine was uncontested on the iPhone and it became well-known with iOS game developers
- in 2018, supports more than 25 platforms
- 2010, expanded with the graphics features for desktop computers and video game consoles
- aims to democratize game development by making it accessible to more developers
- gives users the ability to create games and experiences in both 2D and 3D
- offers a primary scripting API in C# for both the Unity editor in the form of plugins and games themselves
	- has drag and drop functionality
- prior to C# being the primary programming language used for the engine, it previously supported Boo, which was removed with the release of Unity 5 in 2015
	- there was a version for JavaScript called UnityScript, which was deprecated in August 2017 in favor of C#.",$rank=1.6; $quick=a cross-platform game engine; $todo=might be a fun way to get into C# programing,2019-08-06 09:54:47,systemUnknown
155,cloud computing service,AWS,"- launched 2006
- many services
	- Amazon Elastic Compute Cloud (Amazon EC2) - virtual cluster of computers
	- Amazon Simple Storage Service (Amazon S3) - an object storage service
	- Elastic Block Storage (EBS)
	- Elastic File System (EFS)
- AWS offering services are categorized into 3 types such as Infrastructure as a service (IaaS), software as a service (SaaS) and platform as a service (PaaS)
- emulate most of the attributes of a real computer",$idCode=aws;$rank=3.5;$quick=a subsidiary of Amazon that provides on-demand cloud computing platforms,2020-04-14 15:18:56,systemUnknown
